mjd filter flux_Jy e_flux_Jy
58693.597229 UVW2.uvot 0.00013182567385563993 1.0018953477519383e-05
58695.393151 UVW2.uvot 9.999999999999999e-05 1.0857362047581295e-05
58699.315026 UVW2.uvot 9.638290236239586e-05 8.371712529161681e-06
58703.509287 UVW2.uvot 0.00011376272858234239 8.646141922174511e-06
58707.421043 UVW2.uvot 9.817479430199703e-05 9.593273571152425e-06
58712.796357 UVW2.uvot 7.870457896950936e-05 6.836192869395327e-06
58729.279767 UVW2.uvot 6.66806769213619e-05 7.96373876004327e-06
58731.933607 UVW2.uvot 9.289663867799362e-05 1.2103349269563843e-05
58733.476729 UVW2.uvot 6.486344335482348e-05 7.746704769717095e-06
58761.066199 UVW2.uvot 4.7424198526024286e-05 7.2086237049878356e-06
58766.520058 UVW2.uvot 4.965923214503337e-05 4.852514361631629e-06
58771.43621 UVW2.uvot 4.87528490103385e-05 5.822600658119415e-06
58776.281374 UVW2.uvot 4.965923214503337e-05 7.548355673649201e-06
58786.493896 UVW2.uvot 4.87528490103385e-05 9.527891986013587e-06
58792.407423 UVW2.uvot 3.162277660168379e-05 7.21013862479953e-06
58817.376995 UVW2.uvot 4.3651583224016295e-05 6.161233559172521e-06
58929.322931 UVW2.uvot 1.137627285823424e-05 3.82900570839157e-06
58985.492206 UVW2.uvot 1.6292960326397213e-05 4.245565658173747e-06
59077.787517 UVW2.uvot 1.7378008287493547e-05 3.584907225220527e-06
59079.045645 UVW2.uvot 1.3931568029452977e-05 4.6890624175746696e-06
59169.491752 UVW2.uvot 1.4996848355023678e-05 2.930871818936989e-06
58620.212187 UVM2.uvot 0.00030478949896279456 1.6546049692699822e-05
58624.085167 UVM2.uvot 0.00029107171180665957 1.8961625741364872e-05
58627.209817 UVM2.uvot 0.00029107171180665957 1.8961625741364872e-05
58630.327262 UVM2.uvot 0.00028840315031266115 1.878778451164542e-05
58633.588431 UVM2.uvot 0.00027039583641088347 1.4678927460357633e-05
58636.201777 UVM2.uvot 0.00022080047330188878 1.4383864073495485e-05
58639.857329 UVM2.uvot 0.000229086765276777 1.2436389754596215e-05
58642.442922 UVM2.uvot 0.00023120647901755798 1.2551462252200673e-05
58645.429638 UVM2.uvot 0.00021677041048196873 1.1767774139027727e-05
58648.799189 UVM2.uvot 0.00020511621788255543 1.558914727567031e-05
58653.779441 UVM2.uvot 0.00018197008586099897 9.878575520111598e-06
58675.559024 UVM2.uvot 0.00013931568029452976 9.07560467917678e-06
58680.331352 UVM2.uvot 0.00010864256236170688 8.257001433365863e-06
58693.60144 UVM2.uvot 0.00010185913880541065 9.953293930786626e-06
58695.395322 UVM2.uvot 8.24138115012996e-05 1.2527152248670208e-05
58699.318727 UVM2.uvot 8.09095899178378e-05 9.663111819452281e-06
58703.511318 UVM2.uvot 8.472274141405911e-05 9.198654771960495e-06
58707.424374 UVM2.uvot 7.655966069112506e-05 9.974831452362272e-06
58712.800628 UVM2.uvot 5.915616341754767e-05 7.707358602842388e-06
58731.936176 UVM2.uvot 4.87528490103385e-05 8.99856465345728e-06
58733.479003 UVM2.uvot 6.194410750767735e-05 8.070595223101819e-06
58761.070157 UVM2.uvot 4.4463126746910836e-05 7.241283972880596e-06
58766.522436 UVM2.uvot 3.3113112148258805e-05 3.9547315182738904e-06
58771.442998 UVM2.uvot 3.767037989839062e-05 5.317012389347823e-06
58776.28495 UVM2.uvot 3.564511334262409e-05 6.966214214182927e-06
58786.496545 UVM2.uvot 3.908408957923977e-05 8.487002217238109e-06
58792.41076 UVM2.uvot 3.372873086588651e-05 6.957895805910839e-06
58817.383012 UVM2.uvot 3.1915378551007186e-05 5.1977522972084325e-06
58929.32951 UVM2.uvot 1.2359474334444967e-05 4.159929914572593e-06
58985.497005 UVM2.uvot 1.3304544179780873e-05 5.344733362403093e-06
59077.789201 UVM2.uvot 1.0471285480508897e-05 4.3202404274877215e-06
59079.049067 UVM2.uvot 1.1912420080273664e-05 5.432173222325161e-06
59169.497202 UVM2.uvot 1.541700452949555e-05 3.5151479971846116e-06
58620.203636 UVW1.uvot 0.0003019951720402019 1.967322551677243e-05
58624.07972 UVW1.uvot 0.00028840315031266115 2.818167676746813e-05
58627.203265 UVW1.uvot 0.00027039583641088347 2.3486283936572213e-05
58630.320571 UVW1.uvot 0.00027039583641088347 2.3486283936572213e-05
58633.58333 UVW1.uvot 0.0002606153549998876 1.6977571586356232e-05
58636.195169 UVW1.uvot 0.0002355049283896009 1.5341773629093615e-05
58639.849094 UVW1.uvot 0.0002443430552693961 1.5917526089231996e-05
58642.435175 UVW1.uvot 0.00021677041048196873 1.4121328966833272e-05
58645.423515 UVW1.uvot 0.00021478304741305197 1.632384115212427e-05
58648.791684 UVW1.uvot 0.00022284351492702983 1.9355941772146792e-05
58653.773271 UVW1.uvot 0.00017218685749860092 1.3086465361883189e-05
58675.551605 UVW1.uvot 0.00012705741052085288 1.2415574761677577e-05
58680.323238 UVW1.uvot 0.0001180320635651737 1.025213477880176e-05
58693.605618 UVW1.uvot 9.908319448927564e-05 9.682039038608795e-06
58695.39753 UVW1.uvot 8.24138115012996e-05 1.1632355659479477e-05
58699.322461 UVW1.uvot 7.58577575029182e-05 9.0597665105949e-06
58703.513328 UVW1.uvot 8.317637711026674e-05 9.030760400923195e-06
58707.427622 UVW1.uvot 9.638290236239586e-05 1.0464640661452104e-05
58712.804874 UVW1.uvot 6.854882264526591e-05 8.186853239346004e-06
58731.931495 UVW1.uvot 5.1050499997540435e-05 1.4965391551950302e-05
58733.474684 UVW1.uvot 8.09095899178378e-05 1.3176970662889474e-05
58761.062975 UVW1.uvot 4.7424198526024286e-05 1.287254233033542e-05
58766.518028 UVW1.uvot 4.4463126746910836e-05 7.241283972880596e-06
58771.430642 UVW1.uvot 4.92039535681443e-05 9.081827347049276e-06
58776.278443 UVW1.uvot 3.250872973854347e-05 1.1294689551306856e-05
58786.491744 UVW1.uvot 4.965923214503337e-05 1.6714216134508944e-05
58792.404697 UVW1.uvot 5.345643593969648e-05 1.392950109049491e-05
58817.37202 UVW1.uvot 2.0137242498623647e-05 9.838679960137388e-06
58929.335866 UVW1.uvot 2.2080047330188876e-05 6.95220096885615e-06
58985.501808 UVW1.uvot 1.8197008586099898e-05 7.310145884882583e-06
59077.790911 UVW1.uvot 1.2022644346174081e-05 5.221368097428731e-06
59079.052504 UVW1.uvot 1.9952623149688664e-05 6.715618453388771e-06
59169.502623 UVW1.uvot 1.3551894123510296e-05 4.119858986024339e-06
58620.204691 U.uvot 0.00028840315031266115 2.818167676746813e-05
58624.08051 U.uvot 0.00025351286304978865 4.1287214067756746e-05
58627.204213 U.uvot 0.0002754228703338152 3.88747556521775e-05
58630.321575 U.uvot 0.00028840315031266115 3.757556902329084e-05
58633.583989 U.uvot 0.00024210290467361603 2.6285988888125107e-05
58636.196374 U.uvot 0.00022284351492702983 2.419492721518349e-05
58639.85063 U.uvot 0.00021877616239495337 2.3753320025024487e-05
58642.436642 U.uvot 0.00021478304741305197 2.3319773074463242e-05
58645.424562 U.uvot 0.000175388050184176 2.4755270275696425e-05
58648.792792 U.uvot 0.00022490546058357642 3.1744440156440876e-05
58653.774099 U.uvot 0.00018030177408595696 2.15336180297969e-05
58675.552584 U.uvot 0.00012246161992650412 2.1273762311605616e-05
58680.324706 U.uvot 0.00010280162981264745 1.897462673727478e-05
58731.932193 U.uvot 7.379042301290985e-05 3.2847942870108804e-05
58733.475318 U.uvot 4.285485203974374e-05 2.3729822848642298e-05
58761.064045 U.uvot 2.8575905433749434e-05 3.071563616203465e-05
58766.518659 U.uvot 5.3951062251512666e-05 1.6401454040055544e-05
58771.432491 U.uvot 4.87528490103385e-05 1.9585111304583487e-05
58776.279415 U.uvot 3.698281797802644e-05 2.6501365725597277e-05
58792.405594 U.uvot 1.541700452949555e-05 2.96276759762703e-05
58817.373676 U.uvot 4.0926065973000924e-06 2.519459484613228e-05
58620.205321 B.uvot 0.0003221068791283402 4.896123406598055e-05
58624.080929 B.uvot 0.00023334580622809948 7.600559701509678e-05
58627.204715 B.uvot 0.00022080047330188878 6.71246990096456e-05
58630.322098 B.uvot 0.00021677041048196873 6.589953517855528e-05
58633.584382 B.uvot 0.00017218685749860092 4.673737629243995e-05
58636.197003 B.uvot 0.00018197008586099897 4.346573228849103e-05
58639.851304 B.uvot 0.00017218685749860092 4.299838618904476e-05
58642.437283 B.uvot 0.00012022644346174081 4.307628680378703e-05
58645.425051 B.uvot 0.00014859356422870088 4.84000237431459e-05
58648.793373 B.uvot 0.0001541700452949555 6.025967995173619e-05
58653.774571 B.uvot 0.00014060475241299127 4.2744707671634525e-05
58675.553147 B.uvot 0.00014588142602753413 4.4348848835154844e-05
58680.325371 B.uvot 5.8076441752130634e-05 3.972508813590338e-05
58731.932566 B.uvot 6.54636174067268e-05 6.96546951226594e-05
58733.475673 B.uvot 1.5275660582380638e-05 5.158040038970953e-05
58766.519014 B.uvot 2.4210290467361603e-05 3.70632443322564e-05
58771.433444 B.uvot 0.00011481536214968886 4.6123902352883344e-05
58776.279929 B.uvot 2.5118864315095717e-05 5.754489146363657e-05
58786.492839 B.uvot 5.1522864458175614e-05 9.286079726304459e-05
58792.406071 B.uvot 4.4874538993312945e-05 6.772345720304969e-05
