HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458685.51169,2019-07-21.0139204,bE,1.46,17.187,15.752,0.058,1.816,0.097,g
2458685.55652,2019-07-21.0587437,bE,1.38,99.990,99.990,99.990,99.990,99.990,g
2458686.21838,2019-07-21.7206652,bm,1.74,17.233,15.763,0.056,1.798,0.093,g
2458686.21959,2019-07-21.7218716,bm,1.79,99.990,99.990,99.990,99.990,99.990,g
2458686.22079,2019-07-21.7230769,bm,1.76,17.217,15.737,0.056,1.841,0.094,g
2458687.49568,2019-07-22.9980726,bE,1.48,16.712,15.727,0.089,1.859,0.152,g
2458687.49696,2019-07-22.9993517,bE,1.52,16.671,15.900,0.108,1.586,0.157,g
2458687.49823,2019-07-23.0006253,bE,1.54,16.993,15.730,0.071,1.853,0.120,g
2458687.55395,2019-07-23.0563414,bi,1.46,16.488,15.833,0.120,1.686,0.185,g
2458688.55023,2019-07-24.0527100,bi,1.47,16.777,15.820,0.091,1.706,0.141,g
2458688.55145,2019-07-24.0539283,bi,1.49,16.732,15.864,0.098,1.639,0.147,g
2458688.55267,2019-07-24.0551465,bi,1.45,16.716,15.619,0.080,2.053,0.150,g
2458689.55086,2019-07-25.0534199,bE,1.59,16.881,15.666,0.071,1.966,0.129,g
2458689.55215,2019-07-25.0547101,bE,1.57,16.845,15.829,0.086,1.692,0.133,g
2458689.55342,2019-07-25.0559827,bE,1.57,16.832,15.629,0.072,2.035,0.135,g
2458690.48760,2019-07-25.9902326,bi,1.38,17.087,15.758,0.064,1.807,0.106,g
2458690.48881,2019-07-25.9914473,bi,1.43,17.030,15.650,0.061,1.996,0.112,g
2458690.49003,2019-07-25.9926688,bi,1.43,17.051,15.691,0.062,1.923,0.110,g
2458692.47776,2019-07-27.9805509,bE,1.65,15.973,15.567,0.151,2.155,0.297,g
2458692.47904,2019-07-27.9818284,bE,1.59,16.272,15.628,0.121,2.036,0.225,g
2458692.48030,2019-07-27.9830934,bE,1.65,16.280,15.489,0.105,2.316,0.224,g
2458693.20961,2019-07-28.7124586,bm,2.01,16.536,15.960,0.129,1.501,0.177,g
2458693.21082,2019-07-28.7136616,bm,2.01,16.516,15.531,0.088,2.227,0.180,g
2458693.21203,2019-07-28.7148778,bm,1.98,16.624,15.918,0.114,1.558,0.163,g
2458693.47442,2019-07-28.9772883,bE,1.66,99.990,99.990,99.990,99.990,99.990,g
2458694.46636,2019-07-29.9693003,bi,1.65,16.847,15.765,0.081,1.796,0.133,g
2458694.46757,2019-07-29.9705162,bi,1.66,16.950,15.803,0.076,1.734,0.121,g
2458694.46879,2019-07-29.9717331,bi,1.69,16.940,15.746,0.073,1.826,0.122,g
2458695.46696,2019-07-30.9699821,bE,1.88,17.002,15.717,0.067,1.877,0.115,g
2458695.46825,2019-07-30.9712668,bE,1.89,17.104,15.644,0.057,2.006,0.105,g
2458695.46953,2019-07-30.9725453,bE,1.83,17.078,15.697,0.061,1.911,0.107,g
2458696.46723,2019-07-31.9703289,bE,1.54,14.627,>14.627,99.990,3.096,1.025,g
2458696.46850,2019-07-31.9715945,bE,1.44,16.164,15.888,0.170,1.603,0.249,g
2458696.46976,2019-07-31.9728596,bE,1.44,16.298,15.602,0.115,2.086,0.220,g
2458697.51228,2019-08-02.0154510,bE,1.79,16.893,15.556,0.064,2.176,0.127,g
2458697.51365,2019-08-02.0168251,bE,1.76,17.022,15.804,0.071,1.731,0.113,g
2458697.51492,2019-08-02.0180983,bE,1.77,16.923,15.604,0.065,2.082,0.124,g
2458698.20359,2019-08-02.7068195,bm,1.55,16.278,15.551,0.112,2.188,0.224,g
2458698.20481,2019-08-02.7080353,bm,1.57,16.346,15.694,0.120,1.917,0.210,g
2458698.20602,2019-08-02.7092501,bm,1.56,16.340,15.817,0.135,1.711,0.211,g
2458698.46138,2019-08-02.9646381,bE,2.42,16.337,15.661,0.118,1.974,0.212,g
2458698.46266,2019-08-02.9659050,bE,1.75,16.577,15.923,0.120,1.551,0.170,g
2458702.50988,2019-08-07.0134093,bi,1.45,16.245,15.347,0.096,2.638,0.231,g
2458702.51110,2019-08-07.0146276,bi,1.41,16.300,15.720,0.128,1.871,0.219,g
2458702.51231,2019-08-07.0158449,bi,1.42,16.263,15.636,0.123,2.022,0.227,g
2458704.50419,2019-08-09.0078532,bE,1.69,16.216,15.479,0.111,2.335,0.237,g
2458704.50545,2019-08-09.0091274,bE,1.62,16.222,16.140,0.203,1.271,0.236,g
2458704.50671,2019-08-09.0103853,bE,1.63,16.225,15.500,0.112,2.291,0.235,g
2458802.01099,2019-11-14.514575,bq,1.60,15.964,15.820,0.192,1.706,0.299,g
2458803.01579,2019-11-15.5192978,bq,1.54,15.646,>15.646,99.990,1.066,0.401,g
2458812.14677,2019-11-24.6495947,bA,1.67,17.331,15.909,0.059,1.572,0.085,g
2458812.14803,2019-11-24.6508524,bA,1.68,17.293,15.592,0.046,2.105,0.088,g
2458812.14929,2019-11-24.6521189,bA,1.68,17.210,15.764,0.058,1.796,0.095,g
2458814.13963,2019-11-26.6422912,bA,1.74,17.525,15.691,0.040,1.922,0.071,g
2458814.14091,2019-11-26.6435706,bA,1.72,17.550,15.729,0.041,1.854,0.070,g
2458814.14219,2019-11-26.6448440,bA,1.71,17.389,15.643,0.044,2.008,0.081,g
2458814.97619,2019-11-27.4787745,bq,1.46,15.536,15.440,0.200,2.422,0.443,g
2458814.97740,2019-11-27.4799968,bq,1.52,15.767,15.482,0.168,2.330,0.359,g
2458814.97862,2019-11-27.4812100,bq,1.45,15.646,14.948,0.115,3.811,0.401,g
2458817.02194,2019-11-29.5243559,bq,1.67,16.548,15.533,0.086,2.222,0.175,g
2458817.02317,2019-11-29.5255853,bq,1.64,16.440,15.868,0.129,1.633,0.193,g
2458817.02438,2019-11-29.5267984,bq,1.61,16.266,16.000,0.172,1.446,0.226,g
2458821.11434,2019-12-03.6164100,bA,1.71,17.533,15.736,0.042,1.843,0.071,g
2458821.11562,2019-12-03.6176909,bA,1.73,17.506,15.693,0.041,1.918,0.073,g
2458821.11689,2019-12-03.6189679,bA,1.72,17.533,15.701,0.040,1.903,0.071,g
2458822.11077,2019-12-04.6127600,bA,1.70,17.581,15.683,0.038,1.936,0.068,g
2458822.11205,2019-12-04.6140346,bA,1.66,17.581,15.673,0.038,1.954,0.068,g
2458822.11333,2019-12-04.6153133,bA,1.70,17.556,15.742,0.041,1.833,0.069,g
2458829.93983,2019-12-12.4411034,bq,1.61,16.108,15.738,0.156,1.840,0.262,g
2458829.94104,2019-12-12.4423219,bq,1.67,15.955,15.497,0.144,2.296,0.302,g
2458829.94227,2019-12-12.4435440,bq,1.69,15.922,15.699,0.178,1.907,0.311,g
2458832.92957,2019-12-15.4305725,bq,1.55,16.561,15.733,0.102,1.849,0.172,g
2458832.96922,2019-12-15.4702164,bq,1.62,16.548,15.732,0.103,1.851,0.175,g
2458832.97044,2019-12-15.4714415,bq,1.62,16.601,15.778,0.103,1.773,0.166,g
2458835.97120,2019-12-18.4719168,bq,1.47,16.920,15.692,0.071,1.920,0.124,g
2458839.94795,2019-12-22.4483070,bq,1.48,17.365,15.724,0.048,1.864,0.082,g
2458839.94917,2019-12-22.4495255,bq,1.46,17.358,15.750,0.050,1.821,0.083,g
2458839.95040,2019-12-22.4507438,bq,1.54,17.403,15.806,0.050,1.729,0.080,g
2458840.96704,2019-12-23.4672888,bq,1.49,16.897,15.602,0.066,2.087,0.127,g
2458840.96826,2019-12-23.4685114,bq,1.50,17.115,15.694,0.059,1.916,0.104,g
2458840.96948,2019-12-23.4697319,bq,1.48,17.109,15.686,0.059,1.929,0.104,g
2458841.99423,2019-12-24.4943917,bq,1.49,17.070,15.716,0.063,1.877,0.108,g
2458841.99545,2019-12-24.4956071,bq,1.54,17.053,15.731,0.065,1.853,0.110,g
2458841.99667,2019-12-24.4968296,bq,1.52,17.098,15.806,0.066,1.728,0.105,g
2458843.93755,2019-12-26.4375193,bq,1.56,14.226,>14.226,99.990,4.642,1.482,g
2458843.93878,2019-12-26.4387479,bq,1.60,14.781,>14.781,99.990,2.059,0.889,g
2458843.94000,2019-12-26.4399740,bq,1.46,99.990,99.990,99.990,99.990,99.990,g
2458845.95462,2019-12-28.4543973,bq,1.60,14.876,>14.876,99.990,1.460,0.814,g
2458845.95583,2019-12-28.4556127,bq,1.56,15.540,>15.540,99.990,2.183,0.442,g
2458845.95705,2019-12-28.4568299,bq,1.61,16.081,15.725,0.158,1.861,0.268,g
2458847.98620,2019-12-30.4857920,bq,1.47,17.420,15.748,0.047,1.823,0.078,g
2458847.98742,2019-12-30.4870126,bq,1.48,17.478,15.678,0.042,1.945,0.074,g
2458847.98866,2019-12-30.4882521,bq,1.48,17.491,15.747,0.044,1.824,0.073,g
2458850.03440,2020-01-01.5338,bA,1.84,17.642,15.696,0.036,1.912,0.064,g
2458850.03567,2020-01-01.5350716,bA,1.87,17.554,15.667,0.038,1.964,0.069,g
2458850.03696,2020-01-01.5363599,bA,1.87,17.610,15.755,0.040,1.810,0.066,g
2458851.03125,2020-01-02.5305562,bA,1.72,17.686,15.818,0.039,1.708,0.061,g
2458851.03253,2020-01-02.5318343,bA,1.66,17.669,15.765,0.038,1.794,0.062,g
2458851.03381,2020-01-02.5331118,bA,1.68,17.644,15.672,0.035,1.956,0.064,g
2458851.84857,2020-01-03.3477966,bE,1.48,17.175,15.767,0.060,1.791,0.098,g
2458851.84984,2020-01-03.3490702,bE,1.49,17.170,15.702,0.057,1.902,0.099,g
2458851.85112,2020-01-03.3503442,bE,1.45,17.128,15.669,0.057,1.961,0.102,g
2458852.96203,2020-01-04.4611582,bq,1.51,17.447,15.669,0.042,1.961,0.077,g
2458852.96325,2020-01-04.4623769,bq,1.53,17.407,15.687,0.045,1.930,0.079,g
2458852.96447,2020-01-04.4635945,bq,1.49,17.431,15.799,0.048,1.740,0.078,g
2458855.02307,2020-01-06.5220017,bq,1.48,17.284,15.639,0.048,2.015,0.089,g
2458855.84516,2020-01-07.3440241,bi,1.45,16.749,15.682,0.082,1.937,0.145,g
2458858.86152,2020-01-10.3600991,bi,1.48,16.314,15.510,0.105,2.268,0.217,g
2458858.86273,2020-01-10.3613151,bi,1.52,16.182,15.652,0.134,1.993,0.245,g
2458858.86395,2020-01-10.3625369,bi,1.43,15.993,15.520,0.142,2.247,0.291,g
2458860.86517,2020-01-12.3635715,bi,1.53,15.843,15.567,0.170,2.152,0.334,g
2458860.86639,2020-01-12.3647910,bi,1.41,15.853,15.464,0.153,2.370,0.331,g
2458860.86761,2020-01-12.3660144,bi,1.51,15.700,15.440,0.173,2.420,0.381,g
2458862.97950,2020-01-14.4777201,bq,1.72,15.118,14.685,0.147,4.850,0.652,g
2458867.17850,2020-01-18.6763489,bA,1.78,16.486,15.746,0.111,1.825,0.185,g
2458867.17978,2020-01-18.6776353,bA,1.69,16.393,15.373,0.086,2.576,0.201,g
2458871.14395,2020-01-22.6414568,bA,1.74,17.608,15.705,0.038,1.897,0.066,g
2458871.14522,2020-01-22.6427317,bA,1.74,17.648,15.762,0.038,1.801,0.064,g
2458872.15318,2020-01-23.6505993,bA,1.72,17.639,15.644,0.035,2.007,0.064,g
2458872.15445,2020-01-23.6518747,bA,1.70,17.618,15.787,0.040,1.759,0.065,g
2458873.17388,2020-01-24.6712223,bA,1.71,17.153,15.800,0.063,1.738,0.100,g
2458873.17516,2020-01-24.6724997,bA,1.74,17.107,15.684,0.059,1.934,0.104,g
2458873.17644,2020-01-24.6737777,bA,1.75,16.871,15.626,0.070,2.039,0.130,g
2458873.60790,2020-01-25.1052048,bm,1.51,17.001,15.756,0.069,1.810,0.115,g
2458873.60911,2020-01-25.1064171,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458873.61031,2020-01-25.1076193,bm,1.45,99.990,99.990,99.990,99.990,99.990,g
2458874.16781,2020-01-25.6650719,bA,1.82,17.602,15.700,0.038,1.906,0.066,g
2458874.16909,2020-01-25.6663526,bA,1.82,17.443,15.713,0.044,1.883,0.077,g
2458875.16432,2020-01-26.6614996,bA,1.76,17.606,15.726,0.039,1.860,0.066,g
2458875.16559,2020-01-26.6627800,bA,1.81,17.659,15.756,0.038,1.810,0.063,g
2458875.16688,2020-01-26.6640655,bA,1.82,17.576,15.698,0.039,1.910,0.068,g
2458876.14917,2020-01-27.6462773,bA,1.78,17.614,15.712,0.038,1.884,0.066,g
2458876.15045,2020-01-27.6475509,bA,1.79,17.712,15.794,0.037,1.748,0.060,g
2458876.15172,2020-01-27.6488237,bA,1.82,17.688,15.756,0.037,1.809,0.061,g
2458876.59399,2020-01-28.0910619,bm,1.47,17.166,15.767,0.060,1.793,0.099,g
2458876.59522,2020-01-28.0922866,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458876.59644,2020-01-28.0935053,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458877.16873,2020-01-28.6657574,bA,2.24,16.912,15.672,0.070,1.956,0.125,g
2458877.17001,2020-01-28.6670353,bA,2.28,16.879,15.771,0.079,1.784,0.129,g
2458877.17129,2020-01-28.6683123,bA,2.28,16.760,15.744,0.086,1.829,0.144,g
2458877.58687,2020-01-29.0838599,bm,1.46,99.990,99.990,99.990,99.990,99.990,g
2458877.58809,2020-01-29.0850758,bm,1.47,17.205,15.740,0.057,1.836,0.096,g
2458877.58930,2020-01-29.0862877,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458878.16597,2020-01-29.6629192,bA,2.07,17.554,15.761,0.042,1.801,0.069,g
2458878.16726,2020-01-29.6642021,bA,2.09,17.569,15.757,0.041,1.808,0.068,g
2458878.16853,2020-01-29.6654767,bA,2.07,17.559,15.781,0.042,1.769,0.069,g
2458879.17445,2020-01-30.6713115,bA,1.82,16.819,15.650,0.075,1.995,0.136,g
2458879.17572,2020-01-30.6725903,bA,1.83,16.530,15.723,0.104,1.865,0.178,g
2458879.17700,2020-01-30.6738695,bA,2.02,16.406,15.787,0.124,1.760,0.199,g
2458879.60292,2020-01-31.0997473,bm,1.54,17.202,15.666,0.053,1.965,0.096,g
2458879.60412,2020-01-31.1009549,bm,1.56,17.159,15.743,0.059,1.832,0.100,g
2458879.60536,2020-01-31.1021853,bm,1.55,17.092,15.717,0.062,1.876,0.106,g
2458880.15042,2020-01-31.6472150,bA,1.77,16.236,15.567,0.118,2.154,0.233,g
2458880.15169,2020-01-31.6484790,bA,1.78,15.312,>15.312,99.990,1.505,0.545,g
2458880.15296,2020-01-31.6497549,bA,1.86,14.907,>14.907,99.990,3.792,0.793,g
2458880.57323,2020-02-01.0699883,bm,1.54,17.066,15.672,0.061,1.954,0.108,g
2458880.57444,2020-02-01.0712020,bm,1.58,17.045,15.713,0.064,1.884,0.111,g
2458880.57567,2020-02-01.0724333,bm,1.59,16.910,15.554,0.065,2.179,0.128,g
2458880.95394,2020-02-01.4506738,bA,1.91,99.990,99.990,99.990,99.990,99.990,g
2458880.95522,2020-02-01.4519474,bA,1.78,99.990,99.990,99.990,99.990,99.990,g
2458880.95648,2020-02-01.4532145,bA,1.76,15.798,>15.798,99.990,1.158,0.349,g
2458882.51790,2020-02-03.0145112,bm,1.55,17.101,15.639,0.057,2.016,0.105,g
2458882.51911,2020-02-03.0157214,bm,1.51,17.102,15.889,0.071,1.600,0.105,g
2458882.52033,2020-02-03.0169481,bm,1.49,17.017,15.638,0.061,2.018,0.114,g
2458882.94734,2020-02-03.4439277,bA,1.78,17.030,15.670,0.063,1.960,0.112,g
2458882.94862,2020-02-03.4452046,bA,1.80,17.081,15.788,0.067,1.756,0.107,g
2458882.94989,2020-02-03.4464791,bA,1.77,17.128,15.776,0.063,1.778,0.102,g
2458883.53762,2020-02-04.0341670,bm,1.54,16.997,15.653,0.063,1.990,0.116,g
2458883.53885,2020-02-04.0353888,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458883.54006,2020-02-04.0366017,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458883.93510,2020-02-04.4316175,bA,1.79,16.878,15.893,0.088,1.595,0.129,g
2458883.93638,2020-02-04.4328913,bA,1.75,16.850,15.834,0.086,1.684,0.132,g
2458883.93764,2020-02-04.4341569,bA,1.70,16.924,15.916,0.087,1.563,0.123,g
2458884.53063,2020-02-05.0271039,bm,1.50,17.081,15.750,0.064,1.819,0.107,g
2458884.53184,2020-02-05.0283086,bm,1.49,17.027,15.676,0.063,1.948,0.112,g
2458884.53306,2020-02-05.0295318,bm,1.49,17.098,15.688,0.060,1.927,0.105,g
2458884.93157,2020-02-05.4280145,bA,2.02,16.701,15.881,0.103,1.613,0.152,g
2458884.93285,2020-02-05.4292932,bA,2.03,16.759,15.801,0.091,1.736,0.144,g
2458893.53807,2020-02-14.0339452,bm,1.49,16.170,15.867,0.166,1.633,0.247,g
2458893.53928,2020-02-14.0351635,bm,1.47,16.196,15.531,0.119,2.227,0.242,g
2458893.77294,2020-02-14.2688039,bi,1.40,16.211,15.612,0.126,2.065,0.238,g
2458893.77416,2020-02-14.2700270,bi,1.41,16.024,15.652,0.156,1.991,0.283,g
2458896.61667,2020-02-17.1123760,bm,1.54,16.523,15.626,0.096,2.039,0.179,g
2458896.61802,2020-02-17.1137245,bm,1.56,15.768,15.603,0.188,2.084,0.358,g
2458896.61926,2020-02-17.1149618,bm,1.57,14.871,>14.871,99.990,1.021,0.818,g
2458898.86469,2020-02-19.3602640,bi,1.38,16.978,15.714,0.068,1.880,0.118,g
2458898.86591,2020-02-19.3614836,bi,1.39,16.983,15.801,0.074,1.737,0.117,g
2458898.86714,2020-02-19.3627137,bi,1.37,17.146,15.674,0.056,1.952,0.101,g
2458900.47086,2020-02-20.9663532,bm,1.56,17.075,15.634,0.058,2.024,0.108,g
2458900.47207,2020-02-20.9675668,bm,1.46,17.084,15.711,0.062,1.886,0.107,g
2458900.47329,2020-02-20.9687832,bm,1.46,17.104,15.615,0.055,2.062,0.105,g
2458902.86261,2020-02-23.3579888,bq,1.60,17.341,15.695,0.048,1.913,0.084,g
2458902.86384,2020-02-23.3592175,bq,1.55,17.334,15.714,0.049,1.882,0.085,g
2458904.46033,2020-02-24.9556341,bm,2.07,99.990,99.990,99.990,99.990,99.990,g
2458904.46156,2020-02-24.9568605,bm,1.97,99.990,99.990,99.990,99.990,99.990,g
2458904.46277,2020-02-24.9580645,bm,1.91,99.990,99.990,99.990,99.990,99.990,g
2458905.52208,2020-02-26.0173371,bm,1.45,17.115,15.748,0.062,1.823,0.104,g
2458905.52331,2020-02-26.0185635,bm,1.47,17.018,15.669,0.063,1.959,0.113,g
2458905.52452,2020-02-26.0197711,bm,1.48,17.049,15.661,0.061,1.975,0.110,g
2458906.48089,2020-02-26.9761090,bm,1.50,17.138,15.754,0.061,1.813,0.102,g
2458906.48211,2020-02-26.9773253,bm,1.51,17.024,15.756,0.068,1.809,0.113,g
2458907.76439,2020-02-28.2595515,bq,1.47,16.713,15.703,0.086,1.900,0.150,g
2458907.76560,2020-02-28.2607630,bq,1.52,16.740,15.746,0.087,1.827,0.146,g
2458907.76681,2020-02-28.2619672,bq,1.45,16.739,15.723,0.086,1.866,0.147,g
2458909.73322,2020-03-01.2283031,bq,1.55,14.534,>14.534,99.990,1.992,1.116,g
2458909.73444,2020-03-01.2295261,bq,1.60,99.990,99.990,99.990,99.990,99.990,g
2458909.73565,2020-03-01.2307432,bq,1.59,99.990,99.990,99.990,99.990,99.990,g
2458910.88376,2020-03-02.3787965,bi,1.41,17.004,15.711,0.066,1.887,0.115,g
2458910.88497,2020-03-02.3800182,bi,1.42,16.981,15.762,0.071,1.801,0.117,g
2458910.88619,2020-03-02.3812353,bi,1.39,16.985,15.561,0.059,2.165,0.117,g
2458911.69185,2020-03-03.1868656,bE,1.48,17.183,15.590,0.050,2.109,0.098,g
2458911.69311,2020-03-03.1881239,bE,1.47,17.183,15.689,0.055,1.925,0.097,g
2458911.84302,2020-03-03.3380273,bi,1.38,17.009,15.580,0.059,2.128,0.114,g
2458911.84424,2020-03-03.3392454,bi,1.44,17.008,15.797,0.072,1.744,0.114,g
2458911.84546,2020-03-03.3404641,bi,1.39,17.099,15.660,0.058,1.978,0.105,g
2458912.71734,2020-03-04.2123151,bi,1.41,16.990,15.550,0.058,2.189,0.116,g
2458912.71856,2020-03-04.2135310,bi,1.41,16.951,15.710,0.070,1.888,0.121,g
2458912.71978,2020-03-04.2147585,bi,1.39,17.025,15.762,0.068,1.800,0.113,g
2458913.75114,2020-03-05.2460847,bE,1.54,17.210,15.683,0.053,1.937,0.095,g
2458913.75242,2020-03-05.2473644,bE,1.56,17.237,15.655,0.051,1.986,0.093,g
2458913.75369,2020-03-05.2486399,bE,1.54,17.253,15.596,0.047,2.097,0.091,g
2458914.74221,2020-03-06.2371190,bi,1.41,15.791,>15.791,99.990,1.543,0.350,g
2458914.74343,2020-03-06.2383403,bi,1.49,15.923,15.837,0.202,1.681,0.310,g
2458914.74464,2020-03-06.2395537,bi,1.45,16.215,15.592,0.123,2.106,0.237,g
2458915.69872,2020-03-07.1936190,bi,1.46,16.055,15.797,0.173,1.744,0.275,g
2458915.69995,2020-03-07.1948480,bi,1.40,16.017,15.639,0.155,2.016,0.285,g
2458915.70118,2020-03-07.1960699,bi,1.45,15.917,15.354,0.130,2.621,0.312,g
2458923.64724,2020-03-15.1419491,bE,1.48,16.899,15.576,0.065,2.135,0.127,g
2458923.64851,2020-03-15.1432254,bE,1.54,16.840,15.713,0.077,1.883,0.134,g
2458923.64979,2020-03-15.1445011,bE,1.47,16.969,15.693,0.068,1.917,0.119,g
2458925.52897,2020-03-17.0236471,bm,1.56,99.990,99.990,99.990,99.990,99.990,g
2458925.53020,2020-03-17.0248821,bm,1.66,99.990,99.990,99.990,99.990,99.990,g
2458925.53148,2020-03-17.0261601,bm,1.59,99.990,99.990,99.990,99.990,99.990,g
2458927.41312,2020-03-18.9077848,bm,1.51,17.076,15.654,0.059,1.989,0.107,g
2458927.41434,2020-03-18.9090055,bm,1.50,17.075,15.735,0.064,1.845,0.108,g
2458927.41558,2020-03-18.9102464,bm,1.61,17.126,15.696,0.058,1.913,0.103,g
2458928.38244,2020-03-19.8770819,bm,1.46,99.990,99.990,99.990,99.990,99.990,g
2458928.38365,2020-03-19.8783031,bm,1.44,99.990,99.990,99.990,99.990,99.990,g
2458928.56790,2020-03-20.0625497,bm,1.47,17.007,15.811,0.073,1.720,0.115,g
2458928.56913,2020-03-20.0637752,bm,1.48,17.053,15.609,0.058,2.071,0.110,g
2458929.38549,2020-03-20.8801333,bm,1.48,17.102,15.644,0.057,2.005,0.105,g
2458929.38671,2020-03-20.8813482,bm,1.49,17.020,15.396,0.049,2.520,0.113,g
2458929.38793,2020-03-20.8825703,bm,1.54,17.070,15.632,0.058,2.028,0.108,g
2458930.38405,2020-03-21.8786820,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458930.38525,2020-03-21.8798875,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458930.38650,2020-03-21.8811339,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458931.00462,2020-03-22.4992553,bA,1.74,17.592,15.693,0.038,1.918,0.067,g
2458931.00592,2020-03-22.5005484,bA,1.72,17.536,15.634,0.038,2.024,0.071,g
2458931.00720,2020-03-22.5018362,bA,1.76,17.553,15.724,0.040,1.863,0.069,g
2458931.48302,2020-03-22.9776526,bm,1.56,17.119,15.735,0.061,1.845,0.103,g
2458931.48425,2020-03-22.9788754,bm,1.56,17.178,15.625,0.052,2.042,0.098,g
2458931.48547,2020-03-22.9800951,bm,1.55,17.115,15.785,0.064,1.762,0.104,g
2458932.05370,2020-03-23.5483328,bA,2.02,17.620,15.661,0.036,1.974,0.065,g
2458932.05500,2020-03-23.5496311,bA,1.87,17.629,15.782,0.040,1.767,0.065,g
2458932.05630,2020-03-23.5509307,bA,2.05,17.589,15.640,0.036,2.013,0.067,g
2458932.56042,2020-03-24.0550510,bm,1.47,17.071,15.764,0.065,1.797,0.108,g
2458932.56163,2020-03-24.0562704,bm,1.48,17.053,15.713,0.064,1.884,0.110,g
2458932.56286,2020-03-24.0574899,bm,1.53,17.114,15.793,0.065,1.750,0.104,g
2458932.82049,2020-03-24.3151275,bq,1.51,17.232,15.652,0.051,1.990,0.093,g
2458932.82171,2020-03-24.3163423,bq,1.55,17.111,15.693,0.059,1.919,0.104,g
2458932.82294,2020-03-24.3175692,bq,1.53,17.105,15.685,0.059,1.932,0.105,g
2458933.37005,2020-03-24.8646767,bm,1.48,17.073,15.749,0.065,1.821,0.108,g
2458933.37127,2020-03-24.8658930,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458933.37249,2020-03-24.8671106,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458934.01894,2020-03-25.5135693,bA,2.24,17.568,15.769,0.042,1.789,0.068,g
2458934.02023,2020-03-25.5148605,bA,2.24,17.543,15.696,0.040,1.914,0.070,g
2458934.02151,2020-03-25.5161388,bA,2.25,17.521,15.719,0.042,1.872,0.071,g
2458934.93982,2020-03-26.4344504,bA,2.04,16.976,15.832,0.076,1.688,0.118,g
2458934.94110,2020-03-26.4357340,bA,2.05,16.627,15.843,0.106,1.670,0.162,g
2458934.94239,2020-03-26.4370224,bA,2.04,16.618,15.862,0.109,1.641,0.164,g
2458935.07431,2020-03-26.5689348,bA,2.04,13.905,>13.905,99.990,0.550,1.992,g
2458935.07559,2020-03-26.5702239,bA,1.64,99.990,99.990,99.990,99.990,99.990,g
2458935.07688,2020-03-26.5715114,bA,1.67,99.990,99.990,99.990,99.990,99.990,g
2458937.82828,2020-03-29.3229188,bA,2.11,17.394,15.678,0.045,1.946,0.080,g
2458937.82957,2020-03-29.3242091,bA,2.12,17.513,15.733,0.042,1.847,0.072,g
2458937.83085,2020-03-29.3254950,bA,2.13,17.523,15.713,0.041,1.884,0.071,g
2458942.82143,2020-04-03.3161234,bA,1.58,15.189,>15.189,99.990,0.095,0.610,g
2458942.82273,2020-04-03.3174232,bA,1.62,15.909,>15.909,99.990,1.507,0.314,g
2458942.97062,2020-04-03.4653293,bA,1.84,14.702,>14.702,99.990,1.106,0.955,g
2458942.97191,2020-04-03.4666115,bA,1.73,14.861,>14.861,99.990,2.055,0.825,g
2458942.97320,2020-04-03.4678987,bA,2.03,14.491,>14.491,99.990,3.680,1.161,g
2458949.93974,2020-04-10.4345754,bA,1.77,16.626,15.577,0.083,2.135,0.163,g
2458949.94103,2020-04-10.4358656,bA,1.69,16.570,15.805,0.108,1.729,0.171,g
2458949.94231,2020-04-10.4371518,bA,1.68,16.580,15.543,0.084,2.201,0.170,g
2458954.93318,2020-04-15.4281597,bA,1.74,17.418,15.752,0.047,1.816,0.079,g
2458954.93446,2020-04-15.4294429,bA,1.73,17.438,15.768,0.047,1.790,0.077,g
2458954.93575,2020-04-15.4307303,bA,1.74,17.455,15.617,0.040,2.056,0.076,g
2458956.87017,2020-04-17.3652156,bq,1.50,16.475,15.687,0.106,1.929,0.187,g
2458956.87138,2020-04-17.3664302,bq,1.48,16.161,>16.161,99.990,0.671,0.249,g
2458956.87260,2020-04-17.3676474,bq,1.61,14.983,>14.983,99.990,2.676,0.739,g
2458957.99354,2020-04-18.4886379,bA,1.86,17.507,15.773,0.044,1.782,0.072,g
2458957.99483,2020-04-18.4899215,bA,1.83,17.509,15.698,0.041,1.908,0.072,g
2458957.99612,2020-04-18.4912086,bA,1.86,17.504,15.671,0.040,1.957,0.073,g
2458959.87569,2020-04-20.3708649,bq,1.49,17.321,15.746,0.051,1.826,0.086,g
2458959.87691,2020-04-20.3720842,bq,1.47,17.261,15.775,0.055,1.779,0.091,g
2458959.87813,2020-04-20.3732998,bq,1.49,17.291,15.716,0.051,1.877,0.088,g
