# MJD Lν eLν filter
5.720563335899999947e+04 1.570973876417760527e+45 6.822652857424515106e+43 2.600000000000000644e-01
5.720866099299999769e+04 1.330972134999758855e+45 7.225423172468358338e+43 2.600000000000000644e-01
5.721165548600000329e+04 1.225092731676092718e+45 6.650637664833974399e+43 2.600000000000000644e-01
5.721466855699999724e+04 1.107054402240029290e+45 6.009845225744881920e+43 2.600000000000000644e-01
5.721470961399999942e+04 1.067011163609684538e+45 8.109448558485252355e+43 2.600000000000000644e-01
5.721978908999999840e+04 8.244588102015617631e+44 5.370868677406207219e+43 2.600000000000000644e-01
5.722167948500000057e+04 7.801335642280896117e+44 5.082115531377288920e+43 2.600000000000000644e-01
5.722350831699999981e+04 6.921001816974852992e+44 3.757191122944052258e+43 2.600000000000000644e-01
5.722651482299999770e+04 5.863662472657366948e+44 3.183195319523873325e+43 2.600000000000000644e-01
5.722926442300000053e+04 5.250116775093891188e+44 3.420145117156911410e+43 2.600000000000000644e-01
5.723289353899999696e+04 4.170315990056634647e+44 2.716717833412110398e+43 2.600000000000000644e-01
5.724111861599999975e+04 3.252137979441215687e+44 2.118578368290288914e+43 2.600000000000000644e-01
5.724487835199999972e+04 2.705010549927879614e+44 2.055849521816576986e+43 2.600000000000000644e-01
5.724846789200000057e+04 2.705010549927879614e+44 1.762156732985637735e+43 2.600000000000000644e-01
5.725070139799999743e+04 3.021126868072666574e+44 3.280146819834551011e+43 2.600000000000000644e-01
5.725366765299999679e+04 2.806525310637401864e+44 2.437716911463521197e+43 2.600000000000000644e-01
5.725568945299999905e+04 2.536115119946090409e+44 1.927486403611983220e+43 2.600000000000000644e-01
5.725939963600000192e+04 2.466998942106341276e+44 2.410659061690372693e+43 2.600000000000000644e-01
5.726272656399999687e+04 2.444381359855638603e+44 1.857767338441823735e+43 2.600000000000000644e-01
5.726555829500000254e+04 2.559581504228316028e+44 1.945321215718968769e+43 2.600000000000000644e-01
5.726878311699999904e+04 2.559581504228316028e+44 2.223224246535964272e+43 2.600000000000000644e-01
5.727260066599999845e+04 2.858702511768701238e+44 1.862278089397963690e+43 2.600000000000000644e-01
5.727287295199999789e+04 2.806525310637401864e+44 2.437716911463521197e+43 2.600000000000000644e-01
5.727735180299999774e+04 3.565898385305933604e+44 2.322974987650884305e+43 2.600000000000000644e-01
5.728287659300000087e+04 3.533206032405290694e+44 2.301677824951371355e+43 2.600000000000000644e-01
5.728340679700000328e+04 3.598893236826625960e+44 2.344469210570594055e+43 2.600000000000000644e-01
5.728436873999999807e+04 3.733953998705195798e+44 2.432453425977424767e+43 2.600000000000000644e-01
5.728476936900000146e+04 3.733953998705195798e+44 2.432453425977424767e+43 2.600000000000000644e-01
5.729086915099999896e+04 3.632193385950351580e+44 2.366162317086305353e+43 2.600000000000000644e-01
5.729356167499999719e+04 4.056663301598854293e+44 2.642679730236999256e+43 2.600000000000000644e-01
5.729662374399999680e+04 4.530738150175555514e+44 2.459593221963597767e+43 2.600000000000000644e-01
5.729863949200000206e+04 4.132082303244761863e+44 2.243175678837149299e+43 2.600000000000000644e-01
5.729951256100000319e+04 4.326821342623059801e+44 2.818671949924598168e+43 2.600000000000000644e-01
5.730257104599999730e+04 4.170315990056634647e+44 2.716717833412110398e+43 2.600000000000000644e-01
5.730548530700000265e+04 4.700769575440200772e+44 2.551897859140643860e+43 2.600000000000000644e-01
5.730744680900000094e+04 4.407262957244308624e+44 2.871074973942872380e+43 2.600000000000000644e-01
5.730967282800000248e+04 5.013822595959377041e+44 3.810582101669313432e+43 2.600000000000000644e-01
5.731130453500000294e+04 4.788163406769507561e+44 3.119209419017244738e+43 2.600000000000000644e-01
5.731323534500000096e+04 4.877182010731174399e+44 3.177199851748296623e+43 2.600000000000000644e-01
5.731623589599999832e+04 4.366856927581741190e+44 2.844752800364806392e+43 2.600000000000000644e-01
5.731772734700000001e+04 4.056663301598854293e+44 2.642679730236999256e+43 2.600000000000000644e-01
5.731975971900000150e+04 4.132082303244761863e+44 2.691810814604578960e+43 2.600000000000000644e-01
5.732272466600000189e+04 4.967855594102850288e+44 7.011914882088190505e+43 2.600000000000000644e-01
5.732533726500000193e+04 4.247847952935108794e+44 2.767225388886608801e+43 2.600000000000000644e-01
5.732852657400000317e+04 5.154291344561604164e+44 3.357720433598646331e+43 2.600000000000000644e-01
5.733018263399999705e+04 4.448042859298201490e+44 2.897640703594417565e+43 2.600000000000000644e-01
5.733105447499999718e+04 4.877182010731174399e+44 3.177199851748296623e+43 2.600000000000000644e-01
5.733457945599999948e+04 4.922310020252755460e+44 3.206598120019338962e+43 2.600000000000000644e-01
5.734343337299999985e+04 4.489200093138858754e+44 2.924452242915949385e+43 2.600000000000000644e-01
5.734618738999999914e+04 4.132082303244761863e+44 2.243175678837149299e+43 2.600000000000000644e-01
5.734921506899999804e+04 4.700769575440200772e+44 3.062277430968772533e+43 2.600000000000000644e-01
5.735356386300000304e+04 4.530738150175555514e+44 3.443430510749036973e+43 2.600000000000000644e-01
5.735622721199999796e+04 4.287152806116046045e+44 2.792830210158448129e+43 2.600000000000000644e-01
5.735931549400000222e+04 3.982620851868722377e+44 3.026852954090917767e+43 2.600000000000000644e-01
5.736283827400000155e+04 4.326821342623059801e+44 3.288450608245365354e+43 2.600000000000000644e-01
5.736509702000000107e+04 3.632193385950351580e+44 2.760522703267356988e+43 2.600000000000000644e-01
5.736639138799999637e+04 3.909929829152871981e+44 2.971606661502703782e+43 2.600000000000000644e-01
5.736895132000000012e+04 4.208903448816782567e+44 3.198831199698347895e+43 2.600000000000000644e-01
5.737141141300000163e+04 3.533206032405290694e+44 2.685290795776600822e+43 2.600000000000000644e-01
5.737440271699999721e+04 3.533206032405290694e+44 2.685290795776600822e+43 2.600000000000000644e-01
5.737719297599999845e+04 3.282229641671640058e+44 2.850908443435438148e+43 2.600000000000000644e-01
5.738091851100000349e+04 3.312599738623449214e+44 2.517626627667911156e+43 2.600000000000000644e-01
5.738328118900000118e+04 3.192779771735208317e+44 3.119864932793393429e+43 2.600000000000000644e-01
5.738586984200000006e+04 3.533206032405290694e+44 6.137807533203658596e+43 2.600000000000000644e-01
5.739366103999999905e+04 3.163508190840594665e+44 2.404314763793027112e+43 2.600000000000000644e-01
5.739674977200000285e+04 3.077293810036698012e+44 2.338790511565634469e+43 2.600000000000000644e-01
5.739924676200000249e+04 2.911849759497299641e+44 2.213050494693112116e+43 2.600000000000000644e-01
5.742774317100000189e+04 2.377765181651732633e+44 2.065300595306061423e+43 2.600000000000000644e-01
5.742964636299999984e+04 1.787182747128789947e+44 2.328490815692184009e+43 2.600000000000000644e-01
5.743350408900000184e+04 1.754562985794483659e+44 2.095491812926153194e+43 2.600000000000000644e-01
5.743731755100000009e+04 1.959606914749993997e+44 1.914854556994600679e+43 2.600000000000000644e-01
5.744740698100000009e+04 1.770797757216412779e+44 1.922619236314355695e+43 2.600000000000000644e-01
5.744992932599999767e+04 1.977738934287264461e+44 3.220954146773162674e+43 2.600000000000000644e-01
5.745016121099999873e+04 1.600180461377241478e+44 2.953535563808526023e+43 2.600000000000000644e-01
5.745421420300000318e+04 1.803719345486179428e+44 1.762527056955283163e+43 2.600000000000000644e-01
5.745607563099999970e+04 1.770797757216412779e+44 1.730357312682919829e+43 2.600000000000000644e-01
5.745763966500000242e+04 1.614986748888519343e+44 2.104139500167469195e+43 2.600000000000000644e-01
5.746555550200000289e+04 1.419609716656510638e+44 1.387189499400362714e+43 2.600000000000000644e-01
5.747033612500000163e+04 1.629930037291344831e+44 1.415739242167985004e+43 2.600000000000000644e-01
5.747225667100000283e+04 1.738477055651618389e+44 2.831291220693413602e+43 2.600000000000000644e-01
5.747567550800000026e+04 1.660232699115686155e+44 1.442059799802568384e+43 2.600000000000000644e-01
5.747754708099999698e+04 1.330972134999951380e+44 1.878610024841773138e+43 2.600000000000000644e-01
5.748029871899999853e+04 1.380921410724423041e+44 1.349384734394259481e+43 2.600000000000000644e-01
5.748747799200000009e+04 1.660232699115686155e+44 2.343347174679173500e+43 2.600000000000000644e-01
5.748903512200000114e+04 1.117297850504751592e+44 1.819636091687167376e+43 2.600000000000000644e-01
5.749978358100000332e+04 9.731257469258416071e+43 2.324427281483302463e+43 2.600000000000000644e-01
5.750270373700000346e+04 1.247868906052981533e+44 1.761313385121736172e+43 2.600000000000000644e-01
5.750539341299999796e+04 1.343287468536351695e+44 1.604301421786594861e+43 2.600000000000000644e-01
5.750895287000000098e+04 1.355716754450938105e+44 1.471950763704569925e+43 2.600000000000000644e-01
5.751187926000000152e+04 1.259415294879330599e+44 1.367392782476625235e+43 2.600000000000000644e-01
5.751592383100000006e+04 1.271068521126076571e+44 1.380045112114954760e+43 2.600000000000000644e-01
5.751683377800000017e+04 1.306679155753122020e+44 1.560579754144346169e+43 2.600000000000000644e-01
5.752061753399999725e+04 1.294699449245712018e+44 1.827412686224423548e+43 2.600000000000000644e-01
5.752376232899999741e+04 1.202732269331752790e+44 1.305849969444389663e+43 2.600000000000000644e-01
5.752795835000000079e+04 1.202732269331752790e+44 1.958774954166584123e+43 2.600000000000000644e-01
5.752892341199999646e+04 8.793645690751426961e+43 2.673322259513958218e+43 2.600000000000000644e-01
5.753360430700000143e+04 1.127636080229199740e+44 2.571062168002408310e+43 2.600000000000000644e-01
5.755274961900000199e+04 9.379268385228691740e+43 1.425677576398055109e+43 2.600000000000000644e-01
5.755487434200000280e+04 8.475570940212190373e+43 1.196290449351955226e+43 2.600000000000000644e-01
5.755736320400000113e+04 9.912175053123820093e+43 1.076200732307686680e+43 2.600000000000000644e-01
5.756021660700000211e+04 1.000389127966264184e+44 1.086158695079386597e+43 2.600000000000000644e-01
5.756320566200000030e+04 1.000389127966264184e+44 1.737853912127017713e+43 2.600000000000000644e-01
5.756943300099999760e+04 1.086848382210466442e+44 1.652042892708186328e+43 2.600000000000000644e-01
5.757820203200000105e+04 8.713025062465255884e+43 9.460046763283490361e+42 2.600000000000000644e-01
5.758504561899999680e+04 7.180736051041109117e+43 1.013530063965542892e+43 2.600000000000000644e-01
5.759185062299999845e+04 6.370433158538854480e+43 8.991592896282512578e+42 2.600000000000000644e-01
5.760043319499999780e+04 6.548909113103257798e+43 1.706493054183997756e+43 2.600000000000000644e-01
5.760142947200000344e+04 5.917918273510935498e+43 1.606324531587636156e+43 2.600000000000000644e-01
5.760159886800000095e+04 6.609505423053382774e+43 8.611415200025105485e+42 2.600000000000000644e-01
5.760808440500000142e+04 7.658945219618767941e+43 1.579962881887866764e+43 2.600000000000000644e-01
5.760943829299999925e+04 7.658945219618767941e+43 1.413650999583880463e+43 2.600000000000000644e-01
5.761156288299999869e+04 4.967855594104420392e+43 9.708805221352876456e+42 2.600000000000000644e-01
5.761554500900000130e+04 5.972676097106881533e+43 7.133225745714664076e+42 2.600000000000000644e-01
5.762245458199999848e+04 5.347723733389743529e+43 7.548082451501220718e+42 2.600000000000000644e-01
5.762671219700000074e+04 6.732385303219143828e+43 1.315727004255580772e+43 2.600000000000000644e-01
5.763042935800000123e+04 5.703861391444475305e+43 1.238577763922669737e+43 2.600000000000000644e-01
5.763294610999999713e+04 5.201983415181053572e+43 1.299035797995084458e+43 2.600000000000000644e-01
5.764035289500000363e+04 5.201983415181053572e+43 7.342376249537433460e+42 2.600000000000000644e-01
5.764570784799999819e+04 6.140008371256296059e+43 1.066628701790552512e+43 2.600000000000000644e-01
5.765499123200000031e+04 5.756638571096728323e+43 6.875210005781504526e+42 2.600000000000000644e-01
5.766761072899999999e+04 5.651568075883725723e+43 7.363334488370640361e+42 2.600000000000000644e-01
5.767790252499999769e+04 5.298695507503754483e+43 1.035537399087493597e+43 2.600000000000000644e-01
5.768020122599999740e+04 5.298695507503754483e+43 2.071074798174987194e+43 2.600000000000000644e-01
5.768319252199999755e+04 5.298695507503754483e+43 8.054179770680509606e+42 2.600000000000000644e-01
5.768750563400000101e+04 3.909929829153103823e+43 1.146191140865328559e+43 2.600000000000000644e-01
5.768893418699999893e+04 5.548415333336224794e+43 1.144581927223274154e+43 2.600000000000000644e-01
5.770422922300000209e+04 4.170315990057205882e+43 7.244580889098961390e+42 2.600000000000000644e-01
5.771458759799999825e+04 4.132082303245775588e+43 1.076724325841831906e+43 2.600000000000000644e-01
5.771963139399999636e+04 4.056663301600827867e+43 1.982009797677749813e+43 2.600000000000000644e-01
5.772594615599999815e+04 6.312028676284461655e+43 3.083939126691107104e+43 2.600000000000000644e-01
5.772604166000000259e+04 3.598893236828911594e+43 1.523904986870886012e+43 2.600000000000000644e-01
5.773076779299999907e+04 4.208903448816958949e+43 1.279532479879339406e+43 2.600000000000000644e-01
5.774657369699999981e+04 4.056663301600827867e+43 9.689825677535665175e+42 2.600000000000000644e-01
5.775777739899999870e+04 4.657672660926440487e+43 9.102606908183947622e+42 2.600000000000000644e-01
5.779345230799999990e+04 3.946107964430097163e+43 1.371018331157172271e+43 2.600000000000000644e-01
5.779454390399999829e+04 4.572660554124996026e+43 1.489410934704863036e+43 2.600000000000000644e-01
5.779819311400000151e+04 3.021126868073146102e+43 1.148051386942092705e+43 2.600000000000000644e-01
5.788155381900000066e+04 2.631291502729786928e+43 7.999287659401231712e+42 2.600000000000000644e-01
5.832459152999999787e+04 1.086848382210466616e+43 6.844177698362487985e+42 2.600000000000000644e-01
5.915336469699999725e+04 2.466998942106341263e+42 1.234793141599180036e+43 2.600000000000000644e-01
5.915465802200000326e+04 1.294699449245711968e+43 1.026162508418329750e+43 2.600000000000000644e-01
5.719709500100000150e+04 1.742725547257320453e+45 7.568560886457331680e+43 3.465000000000000857e-01
5.719978539199999796e+04 1.679689462657552157e+45 7.294798649432832291e+43 3.465000000000000857e-01
5.720181734699999652e+04 1.604090983656446640e+45 6.966478626727541419e+43 3.465000000000000857e-01
5.720563487200000236e+04 1.517850498947393484e+45 6.591940960470124137e+43 3.465000000000000857e-01
5.720866182799999660e+04 1.285964553275179770e+45 5.584873094106593983e+43 3.465000000000000857e-01
5.721165644199999952e+04 1.239449959798279237e+45 6.728578476695651638e+43 3.465000000000000857e-01
5.721466997899999842e+04 1.151407350748394462e+45 5.000498588528965498e+43 3.465000000000000857e-01
5.721471055899999919e+04 1.079515786556907668e+45 8.204485611509643623e+43 3.465000000000000857e-01
5.721636066800000117e+04 1.069618726336555662e+45 4.645295105883961577e+43 3.465000000000000857e-01
5.721649407800000336e+04 1.109759822665201007e+45 4.819625672214894919e+43 3.465000000000000857e-01
5.721675983200000337e+04 1.079515786556907668e+45 4.688277492291223796e+43 3.465000000000000857e-01
5.722052384200000233e+04 9.230580151183373469e+44 4.008790024424689591e+43 3.465000000000000857e-01
5.722168128699999943e+04 9.665603991376019149e+44 6.296577716575229076e+43 3.465000000000000857e-01
5.722351012600000104e+04 8.264736232950242951e+44 4.486661675445757477e+43 3.465000000000000857e-01
5.722651591799999733e+04 7.399953619545036131e+44 3.213759023308657216e+43 3.465000000000000857e-01
5.722926516499999707e+04 6.811284140102737973e+44 4.437154675083500656e+43 3.465000000000000857e-01
5.723289459299999726e+04 6.211964965706952524e+44 4.046733159574911623e+43 3.465000000000000857e-01
5.724112053100000048e+04 5.460457078620639589e+44 2.964307972393797048e+43 3.465000000000000857e-01
5.724488006799999857e+04 4.755859299997564463e+44 3.098165176045822638e+43 3.465000000000000857e-01
5.724846925400000327e+04 4.755859299997564463e+44 2.581804313371519278e+43 3.465000000000000857e-01
5.725070273699999962e+04 4.458912989961851342e+44 4.841203267069004929e+43 3.465000000000000857e-01
5.725369687700000213e+04 5.311644463782392971e+44 4.613635760905580488e+43 3.465000000000000857e-01
5.725569116899999790e+04 4.219189170397981960e+44 2.290463218513084574e+43 3.465000000000000857e-01
5.725940069999999832e+04 4.029294376752031304e+44 3.499800627575671429e+43 3.465000000000000857e-01
5.726272736699999950e+04 3.541840484104822006e+44 2.307302667043400993e+43 3.465000000000000857e-01
5.726556003500000224e+04 3.708762283550141995e+44 2.818716240264309152e+43 3.465000000000000857e-01
5.726878443200000038e+04 3.847946256696213385e+44 2.924498195401945435e+43 3.465000000000000857e-01
5.727260223699999915e+04 3.992353583862767894e+44 2.167321414098575373e+43 3.465000000000000857e-01
5.727287427200000093e+04 3.777713322362902980e+44 3.281280100230283648e+43 3.465000000000000857e-01
5.727735397799999919e+04 3.992353583862767894e+44 2.167321414098575373e+43 3.465000000000000857e-01
5.728287797200000205e+04 4.297629753539846121e+44 2.333046109032138208e+43 3.465000000000000857e-01
5.728340789699999732e+04 4.142180289250160021e+44 2.248657553338158154e+43 3.465000000000000857e-01
5.728436989300000278e+04 3.955751466199190530e+44 2.576941550326854115e+43 3.465000000000000857e-01
5.728477036999999837e+04 3.992353583862767894e+44 2.167321414098575373e+43 3.465000000000000857e-01
5.729087074700000085e+04 4.142180289250160021e+44 2.248657553338158154e+43 3.465000000000000857e-01
5.729356414000000223e+04 3.883550865038891155e+44 2.529907066316102647e+43 3.465000000000000857e-01
5.729662530200000037e+04 3.777713322362902980e+44 2.050800062643927156e+43 3.465000000000000857e-01
5.729864147000000230e+04 4.377528656000544530e+44 2.376420674593297865e+43 3.465000000000000857e-01
5.729951387100000284e+04 4.029294376752031304e+44 2.187375392234794891e+43 3.465000000000000857e-01
5.730257194999999774e+04 4.219189170397981960e+44 2.290463218513084574e+43 3.465000000000000857e-01
5.730548709100000269e+04 4.377528656000544530e+44 2.376420674593297865e+43 3.465000000000000857e-01
5.730744875699999830e+04 4.219189170397981960e+44 2.748555862215701489e+43 3.465000000000000857e-01
5.730967468299999746e+04 4.418033429951852482e+44 4.317136963858069939e+43 3.465000000000000857e-01
5.731130612600000313e+04 4.142180289250160021e+44 3.148120574673422505e+43 3.465000000000000857e-01
5.731323632000000362e+04 4.180507411577458810e+44 3.177249775706551022e+43 3.465000000000000857e-01
5.731623731899999984e+04 4.418033429951852482e+44 2.878091309238712962e+43 3.465000000000000857e-01
5.731776562199999898e+04 4.029294376752031304e+44 2.624850470681752086e+43 3.465000000000000857e-01
5.731976152400000137e+04 3.883550865038891155e+44 2.529907066316102647e+43 3.465000000000000857e-01
5.732533944699999847e+04 4.180507411577458810e+44 2.723356950605614383e+43 3.465000000000000857e-01
5.732852758300000278e+04 4.500170803883244950e+44 2.931599021623946780e+43 3.465000000000000857e-01
5.733018400200000178e+04 3.919484918765497622e+44 2.553316008185333308e+43 3.465000000000000857e-01
5.733105609900000127e+04 4.458912989961851342e+44 2.904721960241403155e+43 3.465000000000000857e-01
5.733458110000000306e+04 4.029294376752031304e+44 2.624850470681752086e+43 3.465000000000000857e-01
5.734343543099999806e+04 3.743079038444892695e+44 2.438397857586842523e+43 3.465000000000000857e-01
5.734618918100000155e+04 3.992353583862767894e+44 2.167321414098575373e+43 3.465000000000000857e-01
5.734921677199999976e+04 3.992353583862767894e+44 2.600785696918289953e+43 3.465000000000000857e-01
5.735356509199999709e+04 4.258228847128354687e+44 4.160981904726292755e+43 3.465000000000000857e-01
5.735622912999999971e+04 3.812668073365427896e+44 2.483731058387562026e+43 3.465000000000000857e-01
5.735931722599999921e+04 4.337395232047714513e+44 2.825560222668805586e+43 3.465000000000000857e-01
5.736283894600000349e+04 3.171239174665881391e+44 2.754503348705677565e+43 3.465000000000000857e-01
5.736509901600000012e+04 3.290250757069767169e+44 2.500641058779542116e+43 3.465000000000000857e-01
5.736642437500000233e+04 3.200582289470064393e+44 2.779990454389128307e+43 3.465000000000000857e-01
5.736895279999999912e+04 3.674760146554923552e+44 3.191856107933607399e+43 3.465000000000000857e-01
5.737141348999999900e+04 3.351421085690749246e+44 2.547131447087344258e+43 3.465000000000000857e-01
5.737440459600000031e+04 3.113357536551359748e+44 2.704227996633484871e+43 3.465000000000000857e-01
5.737719513200000074e+04 3.230196912772858668e+44 2.805713389357869532e+43 3.465000000000000857e-01
5.738092019199999777e+04 3.113357536551359748e+44 2.704227996633484871e+43 3.465000000000000857e-01
5.738328235400000267e+04 3.230196912772858668e+44 3.507141736697337534e+43 3.465000000000000857e-01
5.738587047699999675e+04 3.200582289470064393e+44 7.297474942771463043e+43 3.465000000000000857e-01
5.739366184000000067e+04 2.813383899415016970e+44 2.443674205982959987e+43 3.465000000000000857e-01
5.739675207000000228e+04 2.787590640786598253e+44 2.421270466198378711e+43 3.465000000000000857e-01
5.739924830600000132e+04 2.892204501484172738e+44 2.512136911061755132e+43 3.465000000000000857e-01
5.742774430700000084e+04 2.019430902154241777e+44 2.192569243477048503e+43 3.465000000000000857e-01
5.742964726800000062e+04 1.546069446581601924e+44 2.685797717158416695e+43 3.465000000000000857e-01
5.743350486600000295e+04 1.964395803679512058e+44 2.772660337890374474e+43 3.465000000000000857e-01
5.743731895500000246e+04 1.875983428525514920e+44 2.444187753453250710e+43 3.465000000000000857e-01
5.744740795899999648e+04 1.531894996695741345e+44 2.328527403720562259e+43 3.465000000000000857e-01
5.744993068099999800e+04 1.726748143403429944e+44 3.374627356425574005e+43 3.465000000000000857e-01
5.745016260799999873e+04 2.038116466230816002e+44 4.425713673804417435e+43 3.465000000000000857e-01
5.745421543599999859e+04 1.824857671950083328e+44 2.377576851561303935e+43 3.465000000000000857e-01
5.745607727699999668e+04 1.775125234178357335e+44 2.120049508199915078e+43 3.465000000000000857e-01
5.745764078300000256e+04 1.893341689472130876e+44 2.672370506309777163e+43 3.465000000000000857e-01
5.746555659700000251e+04 1.618933454784862628e+44 1.757734664954083587e+43 3.465000000000000857e-01
5.747033811900000001e+04 1.742725547257445198e+44 1.702926199452899009e+43 3.465000000000000857e-01
5.747222317199999816e+04 1.982572134260672946e+44 3.444080551539995756e+43 3.465000000000000857e-01
5.747567739900000015e+04 1.824857671950083328e+44 1.585051234374203118e+43 3.465000000000000857e-01
5.747754784600000130e+04 1.808127276251414644e+44 2.552094020628191000e+43 3.465000000000000857e-01
5.748029990199999884e+04 1.436246547501766639e+44 1.715323363139687726e+43 3.465000000000000857e-01
5.748747893099999783e+04 1.397104841741593087e+44 3.033774617043448784e+43 3.465000000000000857e-01
5.748903737399999955e+04 1.371604804563072326e+44 2.382721591894921607e+43 3.465000000000000857e-01
5.750270538099999976e+04 1.546069446581601924e+44 2.350073002513614113e+43 3.465000000000000857e-01
5.750539470399999846e+04 1.490146605153603777e+44 1.941487343535222080e+43 3.465000000000000857e-01
5.750895529199999874e+04 1.476484858959695828e+44 1.763380373864716548e+43 3.465000000000000857e-01
5.751188183399999980e+04 1.285964553275337989e+44 1.675461928231979037e+43 3.465000000000000857e-01
5.751592626000000018e+04 1.371604804563072326e+44 1.340280895440893404e+43 3.465000000000000857e-01
5.751683476199999859e+04 1.574813023621624016e+44 2.051797818564740231e+43 3.465000000000000857e-01
5.752061875600000349e+04 9.402189448738946821e+43 2.143742472583057449e+43 3.465000000000000857e-01
5.752376364900000044e+04 1.194617844583255710e+44 1.297039844714160953e+43 3.465000000000000857e-01
5.752795957800000178e+04 7.965792653915047216e+43 2.248674865827496324e+43 3.465000000000000857e-01
5.752892449599999964e+04 1.216827448508283227e+44 3.699230124208925201e+43 3.465000000000000857e-01
5.753360486300000048e+04 1.012112987352494853e+44 3.076885598288630656e+43 3.465000000000000857e-01
5.755275056900000345e+04 1.172813611614581157e+44 2.164722539257253299e+43 3.465000000000000857e-01
5.755487536600000021e+04 1.162061191792782858e+44 1.766368671303326657e+43 3.465000000000000857e-01
5.755736444900000060e+04 1.079515786556927990e+44 1.289276310380086494e+43 3.465000000000000857e-01
5.756021826400000282e+04 1.297863436785442370e+44 1.409137322149768498e+43 3.465000000000000857e-01
5.756320651299999736e+04 1.371604804563072326e+44 2.382721591894921607e+43 3.465000000000000857e-01
5.756943381300000328e+04 8.418389151422975935e+43 2.010832975237458135e+43 3.465000000000000857e-01
5.757820337899999868e+04 9.145953683685873876e+43 9.930093041418733202e+42 3.465000000000000857e-01
5.758504636999999639e+04 8.113887796302664580e+43 1.057145009014914795e+43 3.465000000000000857e-01
5.759185192100000131e+04 8.341208895768643721e+43 1.086762298750391325e+43 3.465000000000000857e-01
5.760043474900000001e+04 7.892761827891207167e+43 2.056669745297863800e+43 3.465000000000000857e-01
5.760143110600000364e+04 7.537529028869044261e+43 1.964104358654040883e+43 3.465000000000000857e-01
5.760160005100000126e+04 8.341208895768643721e+43 9.961987738545255666e+42 3.465000000000000857e-01
5.760808559100000275e+04 6.445090169988018299e+43 1.749416935121679848e+43 3.465000000000000857e-01
5.760943989000000147e+04 8.815135609056975515e+43 1.531345900896921896e+43 3.465000000000000857e-01
5.761156503900000098e+04 5.311644463782716222e+43 1.153408940226395122e+43 3.465000000000000857e-01
5.761554730900000141e+04 7.066900843568564440e+43 8.440069111427970707e+42 3.465000000000000857e-01
5.762252238000000216e+04 6.504725855084789411e+43 1.129986618062693858e+43 3.465000000000000857e-01
5.762671349999999802e+04 4.297629753540130352e+43 1.306505821057997535e+43 3.465000000000000857e-01
5.763043062600000121e+04 7.198284339491297852e+43 1.406778825515248736e+43 3.465000000000000857e-01
5.763291313999999693e+04 6.445090169988018299e+43 1.889370289931414107e+43 3.465000000000000857e-01
5.764035454500000196e+04 6.098583827196025978e+43 8.607889236620855835e+42 3.465000000000000857e-01
5.764570900100000290e+04 6.445090169988018299e+43 1.259580193287609075e+43 3.465000000000000857e-01
5.765499184000000241e+04 6.504725855084789411e+43 7.768657999181022132e+42 3.465000000000000857e-01
5.766761167800000112e+04 4.979996043540879629e+43 8.110443006036862017e+42 3.465000000000000857e-01
5.767790334900000016e+04 3.777713322364130719e+43 1.107432033827720967e+43 3.465000000000000857e-01
5.768020175100000051e+04 4.755859299997590014e+43 2.375259968301797637e+43 3.465000000000000857e-01
5.768319462699999713e+04 4.104204552095960122e+43 8.912166947887411165e+42 3.465000000000000857e-01
5.768750657700000011e+04 6.269443569848046899e+43 1.565601229518577730e+43 3.465000000000000857e-01
5.768893533400000160e+04 7.066900843568564440e+43 1.457830119246649587e+43 3.465000000000000857e-01
5.770423042700000224e+04 3.777713322364130719e+43 8.203200250575709121e+42 3.465000000000000857e-01
5.771458899399999791e+04 4.458912989962866948e+43 1.307124882108631321e+43 3.465000000000000857e-01
5.771963280099999974e+04 7.537529028869044261e+43 2.618805811538721673e+43 3.465000000000000857e-01
5.772604339800000162e+04 5.613438872043380056e+43 1.706519868640758390e+43 3.465000000000000857e-01
5.773076881300000241e+04 3.574612730607566713e+43 1.591245448440080335e+43 3.465000000000000857e-01
5.774657544500000222e+04 5.665379382424754224e+43 1.660799027480978674e+43 3.465000000000000857e-01
5.775777876500000275e+04 4.066576978591010935e+43 1.192112060874890377e+43 3.465000000000000857e-01
5.779345296599999710e+04 2.340070801737125190e+43 2.337443623851908586e+43 3.465000000000000857e-01
5.779454517900000064e+04 4.297629753540130352e+43 2.333046109032138208e+43 3.465000000000000857e-01
5.779819416199999978e+04 4.669055085065106416e+43 2.027744859146093788e+43 3.465000000000000857e-01
5.788155490200000349e+04 1.462948364407754921e+43 1.366003364239102196e+43 3.465000000000000857e-01
5.832459225000000151e+04 2.114603748462675242e+43 1.056114850274662284e+43 3.465000000000000857e-01
5.915465908900000068e+04 1.021477953521203681e+43 1.630311726855312169e+43 3.465000000000000857e-01
5.719709574099999736e+04 1.005034598783618563e+45 4.364809803736300938e+43 4.392000000000000903e-01
5.719978656300000148e+04 9.510010858275232413e+44 5.162681548236264350e+43 4.392000000000000903e-01
5.720181806399999914e+04 8.916224866170849593e+44 4.840334073483618204e+43 4.392000000000000903e-01
5.720563558899999771e+04 8.359513679730077116e+44 4.538113328126998161e+43 4.392000000000000903e-01
5.720866230599999835e+04 7.694510786571600705e+44 4.177104469441910405e+43 4.392000000000000903e-01
5.721165697099999670e+04 7.623967087657696156e+44 4.966570254572863313e+43 4.392000000000000903e-01
5.721467092499999853e+04 7.214080975371664779e+44 3.916294449509001851e+43 4.392000000000000903e-01
