HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458026.61892,2017-09-30.1169454,be,1.38,15.691,>15.691,99.990,0.290,0.406,V
2458029.57016,2017-10-03.0683694,bi,1.98,16.613,>16.613,99.990,0.053,0.164,g
2458029.57139,2017-10-03.0695905,bi,1.99,16.682,>16.682,99.990,-0.200,0.154,g
2458029.57259,2017-10-03.0708027,bi,2.01,16.795,>16.795,99.990,0.046,0.139,g
2458029.59027,2017-10-03.0884746,bf,1.56,16.247,>16.247,99.990,-0.053,0.243,V
2458029.59154,2017-10-03.0897438,bf,1.46,16.178,>16.178,99.990,-0.116,0.259,V
2458029.59281,2017-10-03.0910119,bf,1.52,16.335,>16.335,99.990,0.143,0.224,V
2458029.59607,2017-10-03.0942841,bj,2.29,99.990,99.990,99.990,99.990,99.990,g
2458029.59729,2017-10-03.0954957,bj,2.30,99.990,99.990,99.990,99.990,99.990,g
2458029.59850,2017-10-03.0967077,bj,2.18,99.990,99.990,99.990,99.990,99.990,g
2458029.61022,2017-10-03.1084203,be,1.61,15.914,>15.914,99.990,0.275,0.331,V
2458029.61148,2017-10-03.1096842,be,1.62,15.839,>15.839,99.990,0.160,0.354,V
2458029.61274,2017-10-03.1109513,be,1.58,15.753,>15.753,99.990,0.940,0.384,V
2458030.57424,2017-10-04.0725026,bi,1.68,15.862,>15.862,99.990,-0.138,0.328,g
2458030.57544,2017-10-04.0737107,bi,1.56,16.013,>16.013,99.990,0.138,0.286,g
2458030.57666,2017-10-04.0749318,bi,1.66,16.136,>16.136,99.990,0.289,0.255,g
2458030.59644,2017-10-04.0947137,bj,1.66,16.050,>16.050,99.990,0.366,0.276,g
2458030.59767,2017-10-04.0959393,bj,1.71,16.036,>16.036,99.990,0.775,0.280,g
2458030.59889,2017-10-04.0971600,bj,1.67,16.143,>16.143,99.990,-0.055,0.253,g
2458031.56246,2017-10-05.0607907,bi,2.20,14.394,>14.394,99.990,0.725,1.269,g
2458031.56368,2017-10-05.0620090,bi,2.24,14.398,>14.398,99.990,-2.588,1.265,g
2458031.59478,2017-10-05.0931118,bj,2.38,99.990,99.990,99.990,99.990,99.990,g
2458031.59600,2017-10-05.0943349,bj,2.36,99.990,99.990,99.990,99.990,99.990,g
2458031.59721,2017-10-05.0955511,bj,2.30,99.990,99.990,99.990,99.990,99.990,g
2458032.56272,2017-10-06.0611252,bi,1.72,16.527,>16.527,99.990,-0.521,0.178,g
2458032.56394,2017-10-06.0623362,bi,1.76,16.477,>16.477,99.990,-0.185,0.186,g
2458032.56517,2017-10-06.0635598,bi,1.68,16.562,>16.562,99.990,0.361,0.172,g
2458032.59227,2017-10-06.0906649,bj,1.77,16.396,>16.396,99.990,-0.086,0.201,g
2458032.59348,2017-10-06.0918809,bj,1.75,16.444,>16.444,99.990,-0.502,0.192,g
2458032.59470,2017-10-06.0931016,bj,1.72,16.293,>16.293,99.990,0.685,0.221,g
2458033.53994,2017-10-07.0383986,bf,1.45,15.851,>15.851,99.990,-0.449,0.350,V
2458033.54121,2017-10-07.0396682,bf,1.47,15.519,>15.519,99.990,0.495,0.476,V
2458033.54248,2017-10-07.0409356,bf,1.46,15.351,>15.351,99.990,-1.268,0.555,V
2458033.68168,2017-10-07.1801435,be,1.63,15.189,>15.189,99.990,0.865,0.645,V
2458033.68294,2017-10-07.1814075,be,1.45,15.288,>15.288,99.990,0.265,0.588,V
2458033.68421,2017-10-07.1826738,be,1.51,15.027,>15.027,99.990,0.121,0.749,V
2458033.73731,2017-10-07.2357877,bi,2.03,16.395,>16.395,99.990,0.260,0.201,g
2458033.73853,2017-10-07.2370063,bi,2.03,16.380,>16.380,99.990,-0.058,0.204,g
2458033.73976,2017-10-07.2382282,bi,2.07,16.446,>16.446,99.990,0.071,0.192,g
2458033.76065,2017-10-07.2591156,bj,2.01,16.239,>16.239,99.990,0.096,0.232,g
2458033.76186,2017-10-07.2603353,bj,2.03,16.156,>16.156,99.990,-0.293,0.250,g
2458033.76308,2017-10-07.2615528,bj,2.06,16.325,>16.325,99.990,0.040,0.214,g
2458034.70145,2017-10-08.1999797,be,1.45,15.940,>15.940,99.990,-0.313,0.323,V
2458034.70271,2017-10-08.2012425,be,1.50,15.920,>15.920,99.990,-0.331,0.329,V
2458034.70397,2017-10-08.2025100,be,1.45,15.998,>15.998,99.990,0.259,0.306,V
2458034.71941,2017-10-08.2179371,bi,2.32,16.505,>16.505,99.990,0.116,0.181,g
2458034.72062,2017-10-08.2191556,bi,2.30,16.754,>16.754,99.990,-0.116,0.144,g
2458034.72184,2017-10-08.2203758,bi,2.35,16.504,>16.504,99.990,-0.183,0.182,g
2458034.75726,2017-10-08.2558039,bj,2.30,99.990,99.990,99.990,99.990,99.990,g
2458034.75849,2017-10-08.2570280,bj,2.37,99.990,99.990,99.990,99.990,99.990,g
2458034.75971,2017-10-08.2582439,bj,2.34,99.990,99.990,99.990,99.990,99.990,g
2458035.73843,2017-10-09.2370380,bj,2.42,99.990,99.990,99.990,99.990,99.990,g
2458035.73966,2017-10-09.2382600,bj,2.41,99.990,99.990,99.990,99.990,99.990,g
2458035.74088,2017-10-09.2394834,bj,2.45,99.990,99.990,99.990,99.990,99.990,g
2458035.77743,2017-10-09.2760384,bf,1.49,16.061,>16.061,99.990,-0.008,0.289,V
2458035.77870,2017-10-09.2773042,bf,1.46,16.065,>16.065,99.990,0.445,0.288,V
2458035.77997,2017-10-09.2785747,bf,1.44,16.040,>16.040,99.990,-0.136,0.295,V
2458036.64125,2017-10-10.1399086,be,1.44,16.353,>16.353,99.990,-0.246,0.221,V
2458036.64252,2017-10-10.1411737,be,1.48,16.518,>16.518,99.990,-0.024,0.190,V
2458036.64381,2017-10-10.1424627,be,1.45,16.363,>16.363,99.990,0.311,0.219,V
2458036.69849,2017-10-10.1971483,bf,1.45,16.644,>16.644,99.990,-0.084,0.169,V
2458036.69976,2017-10-10.1984166,bf,1.53,16.529,>16.529,99.990,0.286,0.188,V
2458036.70102,2017-10-10.1996862,bf,1.47,16.541,>16.541,99.990,0.040,0.186,V
2458037.64948,2017-10-11.1482054,be,1.59,16.459,>16.459,99.990,-0.219,0.200,V
2458037.65075,2017-10-11.1494717,be,1.58,16.383,>16.383,99.990,0.681,0.215,V
2458037.65203,2017-10-11.1507574,be,1.62,16.439,>16.439,99.990,0.060,0.204,V
2458038.67990,2017-10-12.1786954,bf,2.30,16.807,>16.807,99.990,-0.051,0.145,V
2458038.68118,2017-10-12.1799672,bf,2.33,16.682,>16.682,99.990,0.158,0.163,V
2458038.68244,2017-10-12.1812344,bf,2.27,16.835,>16.835,99.990,0.248,0.142,V
2458040.58820,2017-10-14.0871268,bi,2.20,17.802,>17.802,99.990,0.061,0.055,g
2458040.58943,2017-10-14.0883564,bi,2.13,17.656,>17.656,99.990,0.077,0.063,g
2458040.59065,2017-10-14.0895739,bi,2.16,17.713,>17.713,99.990,-0.099,0.060,g
2458040.60673,2017-10-14.1056538,bj,2.11,17.646,>17.646,99.990,-0.039,0.063,g
2458040.60795,2017-10-14.1068803,bj,2.11,17.561,>17.561,99.990,0.215,0.069,g
2458040.60917,2017-10-14.1080968,bj,2.11,17.587,>17.587,99.990,0.204,0.067,g
2458040.69998,2017-10-14.1989146,bf,2.28,16.917,>16.917,99.990,0.030,0.131,V
2458040.70126,2017-10-14.2001879,bf,2.22,16.905,>16.905,99.990,0.325,0.133,V
2458040.70252,2017-10-14.2014555,bf,2.20,16.863,>16.863,99.990,-0.093,0.138,V
2458041.61462,2017-10-15.1136114,bi,1.62,17.757,>17.757,99.990,-0.069,0.057,g
2458041.61583,2017-10-15.1148295,bi,1.61,17.780,>17.780,99.990,0.128,0.056,g
2458041.61705,2017-10-15.1160445,bi,1.59,17.752,>17.752,99.990,0.058,0.058,g
2458041.62207,2017-10-15.1210606,bj,1.72,17.653,>17.653,99.990,0.097,0.063,g
2458041.62329,2017-10-15.1222767,bj,1.68,17.687,>17.687,99.990,0.088,0.061,g
2458041.62450,2017-10-15.1234938,bj,1.71,17.791,>17.791,99.990,0.049,0.056,g
2458041.66972,2017-10-15.1687165,be,1.57,16.472,>16.472,99.990,0.044,0.198,V
2458041.67099,2017-10-15.1699818,be,1.65,16.506,>16.506,99.990,0.207,0.192,V
2458041.67226,2017-10-15.1712585,be,1.66,16.561,>16.561,99.990,-0.284,0.182,V
2458042.61906,2017-10-16.1181238,bi,1.50,17.828,>17.828,99.990,0.001,0.054,g
2458042.62029,2017-10-16.1193487,bi,1.39,17.732,>17.732,99.990,0.198,0.059,g
2458042.62150,2017-10-16.1205629,bi,1.45,17.883,>17.883,99.990,0.112,0.051,g
2458042.62849,2017-10-16.1275431,bj,1.65,17.783,>17.783,99.990,-0.069,0.056,g
2458042.62969,2017-10-16.1287568,bj,1.59,17.803,>17.803,99.990,0.129,0.055,g
2458042.63091,2017-10-16.1299728,bj,1.60,17.649,>17.649,99.990,0.142,0.063,g
2458043.60463,2017-10-17.1037538,bi,1.86,17.786,>17.786,99.990,-0.044,0.056,g
2458043.60584,2017-10-17.1049769,bi,1.78,17.836,>17.836,99.990,0.066,0.053,g
2458043.60706,2017-10-17.1061940,bi,1.81,17.591,>17.591,99.990,-0.087,0.067,g
2458043.61112,2017-10-17.1102476,bj,1.66,17.665,>17.665,99.990,-0.091,0.062,g
2458043.61233,2017-10-17.1114682,bj,1.70,17.643,>17.643,99.990,-0.030,0.064,g
2458043.61356,2017-10-17.1126892,bj,1.67,17.853,>17.853,99.990,0.159,0.052,g
2458045.57220,2017-10-19.0714666,bf,1.44,17.176,>17.176,99.990,-0.037,0.103,V
2458045.57347,2017-10-19.0727365,bf,1.51,16.959,>16.959,99.990,0.172,0.126,V
2458045.57475,2017-10-19.0740082,bf,1.49,16.838,>16.838,99.990,0.140,0.141,V
2458045.59810,2017-10-19.0973666,bi,1.50,17.631,>17.631,99.990,0.076,0.064,g
2458045.59932,2017-10-19.0985832,bi,1.50,17.717,>17.717,99.990,0.080,0.059,g
2458045.60053,2017-10-19.0997982,bi,1.48,17.852,>17.852,99.990,0.014,0.053,g
2458045.60550,2017-10-19.1047694,bj,1.64,17.834,>17.834,99.990,0.078,0.053,g
2458045.60673,2017-10-19.1059899,bj,1.59,17.655,>17.655,99.990,0.138,0.063,g
2458045.60794,2017-10-19.1072061,bj,1.55,17.782,>17.782,99.990,0.147,0.056,g
2458046.57276,2017-10-20.0720980,bf,1.45,16.917,>16.917,99.990,0.049,0.131,V
2458046.57404,2017-10-20.0733715,bf,1.42,16.980,>16.980,99.990,-0.066,0.124,V
2458046.57532,2017-10-20.0746493,bf,1.40,17.067,>17.067,99.990,0.121,0.114,V
2458046.59484,2017-10-20.0941768,bi,1.49,17.774,>17.774,99.990,-0.074,0.056,g
2458046.59606,2017-10-20.0953936,bi,1.43,17.843,>17.843,99.990,-0.080,0.053,g
2458046.59728,2017-10-20.0966093,bi,1.43,17.879,>17.879,99.990,0.019,0.051,g
2458046.60226,2017-10-20.1015915,bj,1.58,17.910,>17.910,99.990,-0.033,0.050,g
2458046.60349,2017-10-20.1028208,bj,1.61,17.754,>17.754,99.990,-0.021,0.057,g
2458046.60471,2017-10-20.1040483,bj,1.62,17.730,>17.730,99.990,0.152,0.059,g
2458047.57649,2017-10-21.0758971,bf,1.48,16.906,>16.906,99.990,0.200,0.133,V
2458047.57777,2017-10-21.0771660,bf,1.44,16.940,>16.940,99.990,0.183,0.128,V
2458047.57903,2017-10-21.0784304,bf,1.44,16.977,>16.977,99.990,0.067,0.124,V
2458047.59499,2017-10-21.0944031,bi,1.61,17.827,>17.827,99.990,0.188,0.054,g
2458047.59621,2017-10-21.0956146,bi,1.60,17.764,>17.764,99.990,0.069,0.057,g
2458047.59743,2017-10-21.0968369,bi,1.57,17.812,>17.812,99.990,0.053,0.055,g
2458047.60241,2017-10-21.1018125,bj,1.67,17.796,>17.796,99.990,0.129,0.055,g
2458047.60363,2017-10-21.1030336,bj,1.67,17.868,>17.868,99.990,0.043,0.052,g
2458047.60485,2017-10-21.1042488,bj,1.68,17.760,>17.760,99.990,0.077,0.057,g
2458048.58468,2017-10-22.0841488,bi,1.50,17.798,>17.798,99.990,0.049,0.055,g
2458048.58546,2017-10-22.0849375,bf,1.48,17.050,>17.050,99.990,0.004,0.116,V
2458048.58589,2017-10-22.0853695,bi,1.53,17.757,>17.757,99.990,0.069,0.057,g
2458048.58674,2017-10-22.0862141,bf,1.46,16.734,>16.734,99.990,-0.278,0.155,V
2458048.58711,2017-10-22.0865880,bi,1.48,17.626,>17.626,99.990,0.011,0.065,g
2458048.58800,2017-10-22.0874805,bf,1.51,16.717,>16.717,99.990,-0.063,0.158,V
2458048.59954,2017-10-22.0990162,bj,1.56,17.453,>17.453,99.990,0.223,0.076,g
2458048.60077,2017-10-22.1002442,bj,1.68,17.363,>17.363,99.990,0.070,0.082,g
2458048.60200,2017-10-22.1014733,bj,1.61,17.613,>17.613,99.990,0.045,0.065,g
2458049.58183,2017-10-23.0813680,bf,1.49,15.805,>15.805,99.990,-0.378,0.365,V
2458049.58310,2017-10-23.0826440,bf,1.52,15.799,>15.799,99.990,0.227,0.368,V
2458049.58438,2017-10-23.0839184,bf,1.41,15.190,>15.190,99.990,-1.017,0.644,V
2458049.58891,2017-10-23.0884502,bi,1.45,15.565,>15.565,99.990,0.762,0.432,g
2458049.59013,2017-10-23.0896715,bi,1.49,16.309,>16.309,99.990,0.286,0.217,g
2458049.59135,2017-10-23.0908915,bi,1.41,16.876,>16.876,99.990,-0.328,0.129,g
2458049.59260,2017-10-23.0921371,bj,1.55,16.265,>16.265,99.990,0.026,0.226,g
2458049.59382,2017-10-23.0933605,bj,1.50,15.950,>15.950,99.990,0.897,0.303,g
2458049.59503,2017-10-23.0945798,bj,1.51,15.988,>15.988,99.990,-0.002,0.292,g
2458050.57862,2017-10-24.0782361,bi,1.56,17.719,>17.719,99.990,0.076,0.059,g
2458050.57863,2017-10-24.0782358,bf,1.53,16.907,>16.907,99.990,-0.097,0.132,V
2458050.57985,2017-10-24.0794543,bi,1.58,17.498,>17.498,99.990,0.056,0.073,g
2458050.57991,2017-10-24.0795188,bf,1.47,16.818,>16.818,99.990,0.219,0.144,V
2458050.58108,2017-10-24.0806839,bi,1.59,17.571,>17.571,99.990,0.135,0.068,g
2458050.58119,2017-10-24.0808001,bf,1.48,16.714,>16.714,99.990,-0.312,0.158,V
2458050.59349,2017-10-24.0931072,bj,1.62,17.318,>17.318,99.990,-0.000,0.086,g
2458050.59471,2017-10-24.0943207,bj,2.03,17.347,>17.347,99.990,0.152,0.084,g
2458050.59593,2017-10-24.0955401,bj,1.72,17.128,>17.128,99.990,0.085,0.102,g
2458052.55173,2017-10-26.0514812,bj,1.58,17.489,>17.489,99.990,0.113,0.073,g
2458052.55295,2017-10-26.0526969,bj,1.60,17.495,>17.495,99.990,0.106,0.073,g
2458052.55417,2017-10-26.0539156,bj,1.57,17.402,>17.402,99.990,0.386,0.079,g
2458052.57802,2017-10-26.0777758,bi,1.53,17.624,>17.624,99.990,0.067,0.065,g
2458052.57822,2017-10-26.0779768,bf,1.55,16.783,>16.783,99.990,0.227,0.148,V
2458052.57923,2017-10-26.0789870,bi,1.57,17.586,>17.586,99.990,0.081,0.067,g
2458052.57949,2017-10-26.0792412,bf,1.52,16.812,>16.812,99.990,-0.031,0.145,V
2458052.58046,2017-10-26.0802046,bi,1.55,17.501,>17.501,99.990,0.007,0.073,g
2458052.58078,2017-10-26.0805278,bf,1.52,16.663,>16.663,99.990,0.019,0.166,V
2458053.58143,2017-10-27.0812480,bj,1.70,17.321,>17.321,99.990,0.236,0.086,g
2458053.58264,2017-10-27.0824693,bj,1.63,17.347,>17.347,99.990,0.190,0.084,g
2458053.58387,2017-10-27.0836946,bj,1.76,17.310,>17.310,99.990,-0.014,0.086,g
2458054.56595,2017-10-28.0658399,bj,1.66,17.222,>17.222,99.990,0.190,0.094,g
2458054.56716,2017-10-28.0670594,bj,1.62,17.179,>17.179,99.990,-0.121,0.098,g
2458054.56839,2017-10-28.0682812,bj,1.61,17.190,>17.190,99.990,0.038,0.097,g
2458055.49987,2017-10-28.9998241,bj,1.63,16.721,>16.721,99.990,0.111,0.149,g
2458055.50110,2017-10-29.0010520,bj,1.59,16.755,>16.755,99.990,0.014,0.144,g
2458055.50232,2017-10-29.0022783,bj,1.59,16.860,>16.860,99.990,-0.199,0.131,g
2458055.52577,2017-10-29.0257232,bi,1.81,17.107,>17.107,99.990,-0.180,0.104,g
2458055.52700,2017-10-29.0269521,bi,1.69,17.180,>17.180,99.990,0.004,0.098,g
2458055.52822,2017-10-29.0281803,bi,1.70,17.154,>17.154,99.990,-0.075,0.100,g
2458056.55704,2017-10-30.0570780,bj,2.09,16.968,>16.968,99.990,-0.086,0.119,g
2458056.55827,2017-10-30.0583082,bj,2.05,16.862,>16.862,99.990,0.132,0.131,g
2458056.55950,2017-10-30.0595278,bj,2.07,16.777,>16.777,99.990,0.054,0.141,g
2458056.56449,2017-10-30.0645195,bi,2.14,16.915,>16.915,99.990,0.091,0.124,g
2458056.56573,2017-10-30.0657527,bi,2.18,16.945,>16.945,99.990,-0.016,0.121,g
2458056.56694,2017-10-30.0669681,bi,2.16,17.053,>17.053,99.990,-0.089,0.110,g
2458057.60172,2017-10-31.1018255,bj,2.26,99.990,99.990,99.990,99.990,99.990,g
2458057.60295,2017-10-31.1030452,bj,2.24,99.990,99.990,99.990,99.990,99.990,g
2458057.60416,2017-10-31.1042626,bj,2.26,99.990,99.990,99.990,99.990,99.990,g
2458057.60541,2017-10-31.1055107,bi,2.41,16.780,>16.780,99.990,0.131,0.141,g
2458057.60663,2017-10-31.1067306,bi,2.40,16.720,>16.720,99.990,0.069,0.149,g
2458057.60786,2017-10-31.1079528,bi,2.41,16.820,>16.820,99.990,-0.066,0.136,g
2458058.62105,2017-11-01.1212201,bi,2.19,16.676,>16.676,99.990,-0.350,0.155,g
2458058.62227,2017-11-01.1224446,bi,2.17,16.586,>16.586,99.990,0.067,0.169,g
2458058.62349,2017-11-01.1236695,bi,2.19,16.676,>16.676,99.990,-0.066,0.155,g
2458058.63586,2017-11-01.1360305,bj,2.17,16.460,>16.460,99.990,0.550,0.189,g
2458058.63707,2017-11-01.1372425,bj,2.16,16.426,>16.426,99.990,-0.090,0.195,g
2458058.63828,2017-11-01.1384526,bj,2.15,16.483,>16.483,99.990,0.107,0.185,g
2458062.59729,2017-11-05.0977322,bi,1.56,16.580,>16.580,99.990,-0.014,0.169,g
2458062.59851,2017-11-05.0989518,bi,1.62,16.550,>16.550,99.990,-0.135,0.174,g
2458062.59972,2017-11-05.1001711,bi,1.63,16.516,>16.516,99.990,0.355,0.180,g
2458063.53888,2017-11-06.0393965,bi,1.54,15.897,>15.897,99.990,-0.751,0.318,g
2458063.54011,2017-11-06.0406275,bi,1.61,15.724,>15.724,99.990,-0.068,0.373,g
2458065.52038,2017-11-08.0210271,bj,1.58,17.530,>17.530,99.990,0.151,0.071,g
2458065.52213,2017-11-08.0227815,bj,1.65,17.187,>17.187,99.990,-0.228,0.097,g
2458065.52338,2017-11-08.0240327,bi,1.56,16.806,>16.806,99.990,0.032,0.138,g
2458065.52459,2017-11-08.0252460,bi,1.54,17.057,>17.057,99.990,0.165,0.109,g
2458065.52580,2017-11-08.0264582,bi,1.59,16.997,>16.997,99.990,0.009,0.115,g
2458066.34140,2017-11-08.8421131,bn,1.54,17.001,>17.001,99.990,0.331,0.115,g
2458066.34261,2017-11-08.8433233,bn,1.58,17.744,>17.744,99.990,0.084,0.058,g
2458067.29633,2017-11-09.7971003,bn,2.22,17.723,>17.723,99.990,0.024,0.059,g
2458067.29754,2017-11-09.7983060,bn,2.25,17.619,>17.619,99.990,0.092,0.065,g
2458067.29875,2017-11-09.7995159,bn,2.23,17.761,>17.761,99.990,0.026,0.057,g
2458068.29338,2017-11-10.7942309,bn,1.53,17.895,>17.895,99.990,-0.045,0.050,g
2458068.29460,2017-11-10.7954401,bn,1.52,17.904,>17.904,99.990,0.042,0.050,g
2458068.29581,2017-11-10.7966539,bn,1.53,17.934,>17.934,99.990,0.047,0.049,g
2458073.52233,2017-11-16.0235275,bj,1.57,17.482,>17.482,99.990,0.039,0.074,g
2458073.52354,2017-11-16.0247380,bj,1.54,17.537,>17.537,99.990,0.096,0.070,g
2458073.52485,2017-11-16.0260479,bj,1.60,17.666,>17.666,99.990,0.100,0.062,g
2458074.51844,2017-11-17.0197057,bj,1.85,17.300,>17.300,99.990,0.103,0.087,g
2458074.51966,2017-11-17.0209162,bj,1.71,17.626,>17.626,99.990,0.030,0.065,g
2458074.52087,2017-11-17.0221307,bj,1.74,17.572,>17.572,99.990,-0.058,0.068,g
2458074.56152,2017-11-17.0627861,bf,1.34,16.986,>16.986,99.990,0.158,0.123,V
2458074.56278,2017-11-17.0640526,bf,1.38,17.000,>17.000,99.990,0.285,0.122,V
2458074.56403,2017-11-17.0653068,bf,1.45,17.186,>17.186,99.990,0.189,0.102,V
2458074.62697,2017-11-17.1282351,be,1.47,16.299,>16.299,99.990,0.355,0.232,V
2458074.62823,2017-11-17.1295035,be,1.46,16.515,>16.515,99.990,-0.059,0.190,V
2458074.62950,2017-11-17.1307670,be,1.46,16.406,>16.406,99.990,0.189,0.210,V
2458075.51174,2017-11-18.0130704,bj,1.70,16.882,>16.882,99.990,-0.390,0.128,g
2458075.51296,2017-11-18.0142857,bj,1.65,16.906,>16.906,99.990,0.020,0.126,g
2458075.51418,2017-11-18.0155056,bj,1.70,17.096,>17.096,99.990,-0.024,0.105,g
2458075.60446,2017-11-18.1057956,be,1.57,16.546,>16.546,99.990,-0.074,0.185,V
2458075.60574,2017-11-18.1070673,be,1.55,16.361,>16.361,99.990,-0.381,0.219,V
2458075.60701,2017-11-18.1083429,be,1.60,16.412,>16.412,99.990,-0.111,0.209,V
2458075.66611,2017-11-18.1674491,bf,1.40,16.848,>16.848,99.990,0.124,0.140,V
2458075.66740,2017-11-18.1687324,bf,1.40,16.923,>16.923,99.990,-0.174,0.131,V
2458075.66867,2017-11-18.1700040,bf,1.48,16.771,>16.771,99.990,0.324,0.150,V
2458076.26934,2017-11-18.7707204,bn,1.77,17.431,>17.431,99.990,-0.005,0.077,g
2458076.27056,2017-11-18.7719369,bn,1.82,17.582,>17.582,99.990,0.070,0.067,g
2458076.27177,2017-11-18.7731410,bn,1.80,17.558,>17.558,99.990,-0.032,0.069,g
2458076.50864,2017-11-19.0100339,bj,1.82,16.250,>16.250,99.990,0.074,0.230,g
2458076.50986,2017-11-19.0112513,bj,1.76,16.448,>16.448,99.990,-0.169,0.191,g
2458076.51107,2017-11-19.0124663,bj,1.68,16.608,>16.608,99.990,0.639,0.165,g
2458076.60046,2017-11-19.1018537,bf,1.45,16.974,>16.974,99.990,0.019,0.125,V
2458076.60172,2017-11-19.1031196,bf,1.41,16.906,>16.906,99.990,0.112,0.133,V
2458076.60300,2017-11-19.1043959,bf,1.42,16.881,>16.881,99.990,0.121,0.136,V
2458077.50927,2017-11-20.0107302,bj,1.75,16.249,>16.249,99.990,0.134,0.230,g
2458077.51049,2017-11-20.0119465,bj,1.81,16.563,>16.563,99.990,-0.476,0.172,g
2458077.51171,2017-11-20.0131640,bj,1.74,16.586,>16.586,99.990,0.197,0.169,g
2458077.61316,2017-11-20.1146317,bf,1.36,16.838,>16.838,99.990,-0.068,0.141,V
2458077.61443,2017-11-20.1158983,bf,1.41,16.875,>16.875,99.990,-0.122,0.136,V
2458077.61570,2017-11-20.1171614,bf,1.42,17.117,>17.117,99.990,0.062,0.109,V
2458077.61699,2017-11-20.1184552,be,1.53,16.321,>16.321,99.990,0.305,0.227,V
2458077.61827,2017-11-20.1197387,be,1.47,16.417,>16.417,99.990,0.187,0.208,V
2458077.61955,2017-11-20.1210136,be,1.51,16.414,>16.414,99.990,0.711,0.209,V
2458078.29993,2017-11-20.8014393,bn,1.63,17.793,>17.793,99.990,0.170,0.055,g
2458079.65314,2017-11-22.1547312,bf,1.40,16.843,>16.843,99.990,0.006,0.141,V
2458079.65441,2017-11-22.1560121,bf,1.42,16.701,>16.701,99.990,0.376,0.160,V
2458079.65569,2017-11-22.1572887,bf,1.43,16.730,>16.730,99.990,-0.145,0.156,V
2458080.55749,2017-11-23.0591442,be,1.39,16.362,>16.362,99.990,0.311,0.219,V
2458080.55875,2017-11-23.0604068,be,1.42,16.472,>16.472,99.990,0.475,0.198,V
2458080.56003,2017-11-23.0616805,be,1.43,16.479,>16.479,99.990,-0.019,0.197,V
2458080.59237,2017-11-23.0940386,bf,1.44,16.817,>16.817,99.990,0.229,0.144,V
2458080.59364,2017-11-23.0953016,bf,1.45,16.867,>16.867,99.990,-0.004,0.138,V
2458080.59491,2017-11-23.0965687,bf,1.40,16.824,>16.824,99.990,-0.152,0.143,V
2458081.60849,2017-11-24.1102092,be,1.44,16.382,>16.382,99.990,-0.249,0.215,V
2458081.60976,2017-11-24.1114783,be,1.42,16.356,>16.356,99.990,-0.204,0.220,V
2458081.61102,2017-11-24.1127385,be,1.46,16.486,>16.486,99.990,-0.069,0.195,V
2458082.64199,2017-11-25.1437728,bf,1.52,16.664,>16.664,99.990,0.388,0.166,V
2458082.64326,2017-11-25.1450460,bf,1.47,16.584,>16.584,99.990,0.192,0.178,V
2458082.64453,2017-11-25.1463113,bf,1.50,16.689,>16.689,99.990,-0.000,0.162,V
2458083.56730,2017-11-26.0691442,be,1.43,16.287,>16.287,99.990,0.310,0.235,V
2458083.56856,2017-11-26.0704059,be,1.39,16.303,>16.303,99.990,0.494,0.231,V
2458083.56983,2017-11-26.0716738,be,1.41,16.327,>16.327,99.990,0.175,0.226,V
2458084.53939,2017-11-27.0412864,bj,1.64,17.067,>17.067,99.990,0.059,0.108,g
2458084.54060,2017-11-27.0424994,bj,1.66,17.104,>17.104,99.990,-0.145,0.105,g
2458084.54182,2017-11-27.0437309,bj,1.66,17.334,>17.334,99.990,0.209,0.085,g
2458084.63779,2017-11-27.1396978,bf,1.39,16.479,>16.479,99.990,0.289,0.197,V
2458084.63905,2017-11-27.1409642,bf,1.39,16.299,>16.299,99.990,0.040,0.232,V
2458084.64036,2017-11-27.1422702,bf,1.39,16.537,>16.537,99.990,0.211,0.186,V
2458085.30494,2017-11-27.8068886,bn,1.80,17.209,>17.209,99.990,-0.049,0.095,g
2458085.30615,2017-11-27.8080972,bn,1.80,17.181,>17.181,99.990,0.001,0.097,g
2458085.30736,2017-11-27.8093091,bn,1.78,17.190,>17.190,99.990,0.019,0.097,g
2458085.55481,2017-11-28.0567806,bi,1.48,16.982,>16.982,99.990,-0.041,0.117,g
2458085.55603,2017-11-28.0579957,bi,1.48,16.960,>16.960,99.990,0.168,0.119,g
2458085.55726,2017-11-28.0592181,bi,1.47,17.019,>17.019,99.990,0.087,0.113,g
2458085.56967,2017-11-28.0716319,bj,1.62,16.865,>16.865,99.990,-0.261,0.130,g
2458085.57088,2017-11-28.0728523,bj,1.63,16.860,>16.860,99.990,0.239,0.131,g
2458085.57211,2017-11-28.0740811,bj,1.61,16.929,>16.929,99.990,0.244,0.123,g
2458088.58579,2017-12-01.0879480,be,1.43,15.762,>15.762,99.990,0.117,0.380,V
2458088.58707,2017-12-01.0892188,be,1.40,15.809,>15.809,99.990,0.473,0.364,V
2458088.58833,2017-12-01.0904832,be,1.46,15.833,>15.833,99.990,-0.093,0.356,V
2458088.60500,2017-12-01.1071511,bf,1.43,16.054,>16.054,99.990,-0.230,0.291,V
2458088.60627,2017-12-01.1084186,bf,1.41,16.077,>16.077,99.990,-0.439,0.285,V
2458088.60755,2017-12-01.1096938,bf,1.39,16.190,>16.190,99.990,-0.240,0.256,V
